run,reject_index,macro_step,original_category,gate_id,requested_gate,relative_gate,inferred_initial_residual,effective_gate,replay_status,classification,final_true_cold_residual,nonlinear_iterations,line_search_trials,minimum_lambda,iteration_limit_hit,stagnation_status,fallback_triggered,accepted_endpoint_difference,wall_time,evidence_mode
dt4,4,1551,B_TRANSPORT_NONLINEAR_ITERATION_LIMIT,G8,1e-08,1e-10,5.432447576128972e-06,1.0000000543244758e-08,CONVERGED_AT_RELAXED_GATE,RESIDUAL_FLOOR_ONLY,9.75564410290661e-09,61,759,1e-06,0,0,0,NOT_AVAILABLE_NO_ITERATE_FIELD_IN_FROZEN_TRACE,NOT_RECORDED_PER_FROZEN_REJECT,FROZEN_NONLINEAR_TRACE_CONTROL_FLOW_REPLAY
dt4,5,1576,B_TRANSPORT_NONLINEAR_ITERATION_LIMIT,G12,1e-12,1e-10,4.572934323320212e-06,1.000457293432332e-12,REJECTED_AS_FROZEN,ITERATION_LIMIT_WITHOUT_GATE_CROSSING,2.542626564249268e-12,499,8319,1e-06,1,0,1,NOT_AVAILABLE_NO_ITERATE_FIELD_IN_FROZEN_TRACE,NOT_RECORDED_PER_FROZEN_REJECT,FROZEN_NONLINEAR_TRACE_CONTROL_FLOW_REPLAY
dt4,5,1576,B_TRANSPORT_NONLINEAR_ITERATION_LIMIT,G10,1e-10,1e-10,4.572934323320212e-06,1.0000045729343233e-10,CONVERGED_AT_RELAXED_GATE,RESIDUAL_FLOOR_ONLY,7.646985564911631e-11,76,833,1e-06,0,0,0,NOT_AVAILABLE_NO_ITERATE_FIELD_IN_FROZEN_TRACE,NOT_RECORDED_PER_FROZEN_REJECT,FROZEN_NONLINEAR_TRACE_CONTROL_FLOW_REPLAY
dt4,5,1576,B_TRANSPORT_NONLINEAR_ITERATION_LIMIT,G9,1e-09,1e-10,4.572934323320212e-06,1.0000004572934324e-09,CONVERGED_AT_RELAXED_GATE,RESIDUAL_FLOOR_ONLY,5.945116566940807e-10,65,729,1e-06,0,0,0,NOT_AVAILABLE_NO_ITERATE_FIELD_IN_FROZEN_TRACE,NOT_RECORDED_PER_FROZEN_REJECT,FROZEN_NONLINEAR_TRACE_CONTROL_FLOW_REPLAY
dt4,5,1576,B_TRANSPORT_NONLINEAR_ITERATION_LIMIT,G8,1e-08,1e-10,4.572934323320212e-06,1.0000000457293433e-08,CONVERGED_AT_RELAXED_GATE,RESIDUAL_FLOOR_ONLY,4.937027085844189e-09,44,522,1e-06,0,0,0,NOT_AVAILABLE_NO_ITERATE_FIELD_IN_FROZEN_TRACE,NOT_RECORDED_PER_FROZEN_REJECT,FROZEN_NONLINEAR_TRACE_CONTROL_FLOW_REPLAY
dt4,6,1576,B_TRANSPORT_NONLINEAR_ITERATION_LIMIT,G12,1e-12,1e-10,7.916488932392816e-06,1.0007916488932392e-12,REJECTED_AS_FROZEN,ITERATION_LIMIT_WITHOUT_GATE_CROSSING,1.5896187338958843e-12,499,8615,1e-06,1,0,1,NOT_AVAILABLE_NO_ITERATE_FIELD_IN_FROZEN_TRACE,NOT_RECORDED_PER_FROZEN_REJECT,FROZEN_NONLINEAR_TRACE_CONTROL_FLOW_REPLAY
dt4,6,1576,B_TRANSPORT_NONLINEAR_ITERATION_LIMIT,G10,1e-10,1e-10,7.916488932392816e-06,1.0000079164889325e-10,CONVERGED_AT_RELAXED_GATE,RESIDUAL_FLOOR_ONLY,8.466221844196088e-11,83,918,1e-06,0,0,0,NOT_AVAILABLE_NO_ITERATE_FIELD_IN_FROZEN_TRACE,NOT_RECORDED_PER_FROZEN_REJECT,FROZEN_NONLINEAR_TRACE_CONTROL_FLOW_REPLAY
dt4,6,1576,B_TRANSPORT_NONLINEAR_ITERATION_LIMIT,G9,1e-09,1e-10,7.916488932392816e-06,1.0000007916488932e-09,CONVERGED_AT_RELAXED_GATE,RESIDUAL_FLOOR_ONLY,8.319211156471951e-10,64,743,1e-06,0,0,0,NOT_AVAILABLE_NO_ITERATE_FIELD_IN_FROZEN_TRACE,NOT_RECORDED_PER_FROZEN_REJECT,FROZEN_NONLINEAR_TRACE_CONTROL_FLOW_REPLAY
dt4,6,1576,B_TRANSPORT_NONLINEAR_ITERATION_LIMIT,G8,1e-08,1e-10,7.916488932392816e-06,1.0000000791648894e-08,CONVERGED_AT_RELAXED_GATE,RESIDUAL_FLOOR_ONLY,7.191044166878048e-09,54,649,1e-06,0,0,0,NOT_AVAILABLE_NO_ITERATE_FIELD_IN_FROZEN_TRACE,NOT_RECORDED_PER_FROZEN_REJECT,FROZEN_NONLINEAR_TRACE_CONTROL_FLOW_REPLAY
dt4,7,1596,C_TRANSPORT_LINE_SEARCH_STAGNATION,G12,1e-12,1e-10,3.435494049075932e-08,1.000003435494049e-12,REJECTED_AS_FROZEN,LINE_SEARCH_DIRECTION_FAILURE,3.443574242815223e-12,59,804,1e-06,0,1,1,NOT_AVAILABLE_NO_ITERATE_FIELD_IN_FROZEN_TRACE,NOT_RECORDED_PER_FROZEN_REJECT,FROZEN_NONLINEAR_TRACE_CONTROL_FLOW_REPLAY
dt4,7,1596,C_TRANSPORT_LINE_SEARCH_STAGNATION,G10,1e-10,1e-10,3.435494049075932e-08,1.0000000343549405e-10,CONVERGED_AT_RELAXED_GATE,RESIDUAL_FLOOR_ONLY,6.754648553448934e-11,30,308,1e-06,0,0,0,NOT_AVAILABLE_NO_ITERATE_FIELD_IN_FROZEN_TRACE,NOT_RECORDED_PER_FROZEN_REJECT,FROZEN_NONLINEAR_TRACE_CONTROL_FLOW_REPLAY
dt4,7,1596,C_TRANSPORT_LINE_SEARCH_STAGNATION,G9,1e-09,1e-10,3.435494049075932e-08,1.0000000034354941e-09,CONVERGED_AT_RELAXED_GATE,RESIDUAL_FLOOR_ONLY,9.93783460776286e-10,20,235,1e-06,0,0,0,NOT_AVAILABLE_NO_ITERATE_FIELD_IN_FROZEN_TRACE,NOT_RECORDED_PER_FROZEN_REJECT,FROZEN_NONLINEAR_TRACE_CONTROL_FLOW_REPLAY
dt4,7,1596,C_TRANSPORT_LINE_SEARCH_STAGNATION,G8,1e-08,1e-10,3.435494049075932e-08,1.0000000003435495e-08,CONVERGED_AT_RELAXED_GATE,RESIDUAL_FLOOR_ONLY,4.925211039904838e-09,2,2,1.0,0,0,0,NOT_AVAILABLE_NO_ITERATE_FIELD_IN_FROZEN_TRACE,NOT_RECORDED_PER_FROZEN_REJECT,FROZEN_NONLINEAR_TRACE_CONTROL_FLOW_REPLAY
dt4,8,1597,C_TRANSPORT_LINE_SEARCH_STAGNATION,G12,1e-12,1e-10,0.0001507032722194431,1.0150703272219443e-12,REJECTED_AS_FROZEN,LINE_SEARCH_DIRECTION_FAILURE,3.702416869884363e-12,322,4524,1e-06,0,1,1,NOT_AVAILABLE_NO_ITERATE_FIELD_IN_FROZEN_TRACE,NOT_RECORDED_PER_FROZEN_REJECT,FROZEN_NONLINEAR_TRACE_CONTROL_FLOW_REPLAY
dt4,8,1597,C_TRANSPORT_LINE_SEARCH_STAGNATION,G10,1e-10,1e-10,0.0001507032722194431,1.0001507032722195e-10,CONVERGED_AT_RELAXED_GATE,RESIDUAL_FLOOR_ONLY,9.017841412868198e-11,166,1813,1e-06,0,0,0,NOT_AVAILABLE_NO_ITERATE_FIELD_IN_FROZEN_TRACE,NOT_RECORDED_PER_FROZEN_REJECT,FROZEN_NONLINEAR_TRACE_CONTROL_FLOW_REPLAY
dt4,8,1597,C_TRANSPORT_LINE_SEARCH_STAGNATION,G9,1e-09,1e-10,0.0001507032722194431,1.000015070327222e-09,CONVERGED_AT_RELAXED_GATE,RESIDUAL_FLOOR_ONLY,7.851697549512946e-10,151,1746,1e-06,0,0,0,NOT_AVAILABLE_NO_ITERATE_FIELD_IN_FROZEN_TRACE,NOT_RECORDED_PER_FROZEN_REJECT,FROZEN_NONLINEAR_TRACE_CONTROL_FLOW_REPLAY
dt4,8,1597,C_TRANSPORT_LINE_SEARCH_STAGNATION,G8,1e-08,1e-10,0.0001507032722194431,1.0000015070327222e-08,CONVERGED_AT_RELAXED_GATE,RESIDUAL_FLOOR_ONLY,7.680925456168901e-09,133,1625,1e-06,0,0,0,NOT_AVAILABLE_NO_ITERATE_FIELD_IN_FROZEN_TRACE,NOT_RECORDED_PER_FROZEN_REJECT,FROZEN_NONLINEAR_TRACE_CONTROL_FLOW_REPLAY
dt4,9,1637,C_TRANSPORT_LINE_SEARCH_STAGNATION,G12,1e-12,1e-10,2.9188632974014363e-06,1.0002918863297402e-12,REJECTED_AS_FROZEN,LINE_SEARCH_DIRECTION_FAILURE,4.5966482605103536e-12,111,1427,1e-06,0,1,1,NOT_AVAILABLE_NO_ITERATE_FIELD_IN_FROZEN_TRACE,NOT_RECORDED_PER_FROZEN_REJECT,FROZEN_NONLINEAR_TRACE_CONTROL_FLOW_REPLAY
dt4,9,1637,C_TRANSPORT_LINE_SEARCH_STAGNATION,G10,1e-10,1e-10,2.9188632974014363e-06,1.0000029188632975e-10,CONVERGED_AT_RELAXED_GATE,RESIDUAL_FLOOR_ONLY,8.829280212396946e-11,63,666,1e-06,0,0,0,NOT_AVAILABLE_NO_ITERATE_FIELD_IN_FROZEN_TRACE,NOT_RECORDED_PER_FROZEN_REJECT,FROZEN_NONLINEAR_TRACE_CONTROL_FLOW_REPLAY
dt4,9,1637,C_TRANSPORT_LINE_SEARCH_STAGNATION,G9,1e-09,1e-10,2.9188632974014363e-06,1.0000002918863299e-09,CONVERGED_AT_RELAXED_GATE,RESIDUAL_FLOOR_ONLY,6.006038251517578e-10,48,528,1e-06,0,0,0,NOT_AVAILABLE_NO_ITERATE_FIELD_IN_FROZEN_TRACE,NOT_RECORDED_PER_FROZEN_REJECT,FROZEN_NONLINEAR_TRACE_CONTROL_FLOW_REPLAY
dt4,9,1637,C_TRANSPORT_LINE_SEARCH_STAGNATION,G8,1e-08,1e-10,2.9188632974014363e-06,1.000000029188633e-08,CONVERGED_AT_RELAXED_GATE,RESIDUAL_FLOOR_ONLY,9.519546299614517e-09,43,510,1e-06,0,0,0,NOT_AVAILABLE_NO_ITERATE_FIELD_IN_FROZEN_TRACE,NOT_RECORDED_PER_FROZEN_REJECT,FROZEN_NONLINEAR_TRACE_CONTROL_FLOW_REPLAY
dt4,10,1687,B_TRANSPORT_NONLINEAR_ITERATION_LIMIT,G12,1e-12,1e-10,4.937514887549868e-06,1.000493751488755e-12,REJECTED_AS_FROZEN,ITERATION_LIMIT_WITHOUT_GATE_CROSSING,1.1502032539123162e-12,499,7539,1e-06,1,0,1,NOT_AVAILABLE_NO_ITERATE_FIELD_IN_FROZEN_TRACE,NOT_RECORDED_PER_FROZEN_REJECT,FROZEN_NONLINEAR_TRACE_CONTROL_FLOW_REPLAY
dt4,10,1687,B_TRANSPORT_NONLINEAR_ITERATION_LIMIT,G10,1e-10,1e-10,4.937514887549868e-06,1.0000049375148876e-10,CONVERGED_AT_RELAXED_GATE,RESIDUAL_FLOOR_ONLY,8.760688414230471e-11,74,824,1e-06,0,0,0,NOT_AVAILABLE_NO_ITERATE_FIELD_IN_FROZEN_TRACE,NOT_RECORDED_PER_FROZEN_REJECT,FROZEN_NONLINEAR_TRACE_CONTROL_FLOW_REPLAY
dt4,10,1687,B_TRANSPORT_NONLINEAR_ITERATION_LIMIT,G9,1e-09,1e-10,4.937514887549868e-06,1.0000004937514888e-09,CONVERGED_AT_RELAXED_GATE,RESIDUAL_FLOOR_ONLY,8.206483370591627e-10,64,751,1e-06,0,0,0,NOT_AVAILABLE_NO_ITERATE_FIELD_IN_FROZEN_TRACE,NOT_RECORDED_PER_FROZEN_REJECT,FROZEN_NONLINEAR_TRACE_CONTROL_FLOW_REPLAY
dt4,10,1687,B_TRANSPORT_NONLINEAR_ITERATION_LIMIT,G8,1e-08,1e-10,4.937514887549868e-06,1.000000049375149e-08,CONVERGED_AT_RELAXED_GATE,RESIDUAL_FLOOR_ONLY,7.874488128706764e-09,48,571,1e-06,0,0,0,NOT_AVAILABLE_NO_ITERATE_FIELD_IN_FROZEN_TRACE,NOT_RECORDED_PER_FROZEN_REJECT,FROZEN_NONLINEAR_TRACE_CONTROL_FLOW_REPLAY
dt4,11,1950,B_TRANSPORT_NONLINEAR_ITERATION_LIMIT,G12,1e-12,1e-10,4.489366504812492e-06,1.0004489366504813e-12,REJECTED_AS_FROZEN,ITERATION_LIMIT_WITHOUT_GATE_CROSSING,3.856418578250927e-12,499,8856,1e-06,1,0,1,NOT_AVAILABLE_NO_ITERATE_FIELD_IN_FROZEN_TRACE,NOT_RECORDED_PER_FROZEN_REJECT,FROZEN_NONLINEAR_TRACE_CONTROL_FLOW_REPLAY
dt4,11,1950,B_TRANSPORT_NONLINEAR_ITERATION_LIMIT,G10,1e-10,1e-10,4.489366504812492e-06,1.0000044893665049e-10,CONVERGED_AT_RELAXED_GATE,RESIDUAL_FLOOR_ONLY,5.494196689042283e-11,56,561,1e-06,0,0,0,NOT_AVAILABLE_NO_ITERATE_FIELD_IN_FROZEN_TRACE,NOT_RECORDED_PER_FROZEN_REJECT,FROZEN_NONLINEAR_TRACE_CONTROL_FLOW_REPLAY
dt4,11,1950,B_TRANSPORT_NONLINEAR_ITERATION_LIMIT,G9,1e-09,1e-10,4.489366504812492e-06,1.0000004489366506e-09,CONVERGED_AT_RELAXED_GATE,RESIDUAL_FLOOR_ONLY,6.439879082087515e-10,41,431,1e-06,0,0,0,NOT_AVAILABLE_NO_ITERATE_FIELD_IN_FROZEN_TRACE,NOT_RECORDED_PER_FROZEN_REJECT,FROZEN_NONLINEAR_TRACE_CONTROL_FLOW_REPLAY
dt4,11,1950,B_TRANSPORT_NONLINEAR_ITERATION_LIMIT,G8,1e-08,1e-10,4.489366504812492e-06,1.000000044893665e-08,CONVERGED_AT_RELAXED_GATE,RESIDUAL_FLOOR_ONLY,8.562498870769738e-09,33,367,1e-06,0,0,0,NOT_AVAILABLE_NO_ITERATE_FIELD_IN_FROZEN_TRACE,NOT_RECORDED_PER_FROZEN_REJECT,FROZEN_NONLINEAR_TRACE_CONTROL_FLOW_REPLAY
dt4,12,1951,C_TRANSPORT_LINE_SEARCH_STAGNATION,G12,1e-12,1e-10,6.0732726413897676e-05,1.0060732726413896e-12,REJECTED_AS_FROZEN,LINE_SEARCH_DIRECTION_FAILURE,5.834244774402836e-11,244,3184,1e-06,0,1,1,NOT_AVAILABLE_NO_ITERATE_FIELD_IN_FROZEN_TRACE,NOT_RECORDED_PER_FROZEN_REJECT,FROZEN_NONLINEAR_TRACE_CONTROL_FLOW_REPLAY
dt4,12,1951,C_TRANSPORT_LINE_SEARCH_STAGNATION,G10,1e-10,1e-10,6.0732726413897676e-05,1.0000607327264139e-10,CONVERGED_AT_RELAXED_GATE,RESIDUAL_FLOOR_ONLY,8.688839916582372e-11,240,3144,1e-06,0,0,0,NOT_AVAILABLE_NO_ITERATE_FIELD_IN_FROZEN_TRACE,NOT_RECORDED_PER_FROZEN_REJECT,FROZEN_NONLINEAR_TRACE_CONTROL_FLOW_REPLAY
dt4,12,1951,C_TRANSPORT_LINE_SEARCH_STAGNATION,G9,1e-09,1e-10,6.0732726413897676e-05,1.0000060732726415e-09,CONVERGED_AT_RELAXED_GATE,RESIDUAL_FLOOR_ONLY,8.873831517855895e-10,225,3077,1e-06,0,0,0,NOT_AVAILABLE_NO_ITERATE_FIELD_IN_FROZEN_TRACE,NOT_RECORDED_PER_FROZEN_REJECT,FROZEN_NONLINEAR_TRACE_CONTROL_FLOW_REPLAY
dt4,12,1951,C_TRANSPORT_LINE_SEARCH_STAGNATION,G8,1e-08,1e-10,6.0732726413897676e-05,1.0000006073272642e-08,CONVERGED_AT_RELAXED_GATE,RESIDUAL_FLOOR_ONLY,6.105041774695706e-09,202,2806,1e-06,0,0,0,NOT_AVAILABLE_NO_ITERATE_FIELD_IN_FROZEN_TRACE,NOT_RECORDED_PER_FROZEN_REJECT,FROZEN_NONLINEAR_TRACE_CONTROL_FLOW_REPLAY
dt4,13,1952,C_TRANSPORT_LINE_SEARCH_STAGNATION,G12,1e-12,1e-10,0.00013358459418105087,1.0133584594181051e-12,REJECTED_AS_FROZEN,LINE_SEARCH_DIRECTION_FAILURE,6.176160611496037e-11,203,2448,1e-06,0,1,1,NOT_AVAILABLE_NO_ITERATE_FIELD_IN_FROZEN_TRACE,NOT_RECORDED_PER_FROZEN_REJECT,FROZEN_NONLINEAR_TRACE_CONTROL_FLOW_REPLAY
dt4,13,1952,C_TRANSPORT_LINE_SEARCH_STAGNATION,G10,1e-10,1e-10,0.00013358459418105087,1.0001335845941811e-10,CONVERGED_AT_RELAXED_GATE,RESIDUAL_FLOOR_ONLY,9.413383228302724e-11,200,2413,1e-06,0,0,0,NOT_AVAILABLE_NO_ITERATE_FIELD_IN_FROZEN_TRACE,NOT_RECORDED_PER_FROZEN_REJECT,FROZEN_NONLINEAR_TRACE_CONTROL_FLOW_REPLAY
dt4,13,1952,C_TRANSPORT_LINE_SEARCH_STAGNATION,G9,1e-09,1e-10,0.00013358459418105087,1.0000133584594181e-09,CONVERGED_AT_RELAXED_GATE,RESIDUAL_FLOOR_ONLY,7.345053345049484e-10,185,2346,1e-06,0,0,0,NOT_AVAILABLE_NO_ITERATE_FIELD_IN_FROZEN_TRACE,NOT_RECORDED_PER_FROZEN_REJECT,FROZEN_NONLINEAR_TRACE_CONTROL_FLOW_REPLAY
dt4,13,1952,C_TRANSPORT_LINE_SEARCH_STAGNATION,G8,1e-08,1e-10,0.00013358459418105087,1.0000013358459418e-08,CONVERGED_AT_RELAXED_GATE,RESIDUAL_FLOOR_ONLY,7.375812648189804e-09,170,2264,1e-06,0,0,0,NOT_AVAILABLE_NO_ITERATE_FIELD_IN_FROZEN_TRACE,NOT_RECORDED_PER_FROZEN_REJECT,FROZEN_NONLINEAR_TRACE_CONTROL_FLOW_REPLAY
dt4,14,1953,C_TRANSPORT_LINE_SEARCH_STAGNATION,G12,1e-12,1e-10,6.118470704553572e-05,1.0061184707045536e-12,REJECTED_AS_FROZEN,LINE_SEARCH_DIRECTION_FAILURE,5.838620803669867e-11,189,2262,1e-06,0,1,1,NOT_AVAILABLE_NO_ITERATE_FIELD_IN_FROZEN_TRACE,NOT_RECORDED_PER_FROZEN_REJECT,FROZEN_NONLINEAR_TRACE_CONTROL_FLOW_REPLAY
dt4,14,1953,C_TRANSPORT_LINE_SEARCH_STAGNATION,G10,1e-10,1e-10,6.118470704553572e-05,1.0000611847070456e-10,CONVERGED_AT_RELAXED_GATE,RESIDUAL_FLOOR_ONLY,7.996213626068673e-11,185,2221,1e-06,0,0,0,NOT_AVAILABLE_NO_ITERATE_FIELD_IN_FROZEN_TRACE,NOT_RECORDED_PER_FROZEN_REJECT,FROZEN_NONLINEAR_TRACE_CONTROL_FLOW_REPLAY
dt4,14,1953,C_TRANSPORT_LINE_SEARCH_STAGNATION,G9,1e-09,1e-10,6.118470704553572e-05,1.0000061184707046e-09,CONVERGED_AT_RELAXED_GATE,RESIDUAL_FLOOR_ONLY,9.98636058785169e-10,171,2158,1e-06,0,0,0,NOT_AVAILABLE_NO_ITERATE_FIELD_IN_FROZEN_TRACE,NOT_RECORDED_PER_FROZEN_REJECT,FROZEN_NONLINEAR_TRACE_CONTROL_FLOW_REPLAY
dt4,14,1953,C_TRANSPORT_LINE_SEARCH_STAGNATION,G8,1e-08,1e-10,6.118470704553572e-05,1.0000006118470705e-08,CONVERGED_AT_RELAXED_GATE,RESIDUAL_FLOOR_ONLY,7.425073400976938e-09,155,2045,1e-06,0,0,0,NOT_AVAILABLE_NO_ITERATE_FIELD_IN_FROZEN_TRACE,NOT_RECORDED_PER_FROZEN_REJECT,FROZEN_NONLINEAR_TRACE_CONTROL_FLOW_REPLAY
dt4,15,1954,C_TRANSPORT_LINE_SEARCH_STAGNATION,G12,1e-12,1e-10,0.0001351530510116048,1.0135153051011605e-12,REJECTED_AS_FROZEN,LINE_SEARCH_DIRECTION_FAILURE,6.070606062119392e-11,238,3012,1e-06,0,1,1,NOT_AVAILABLE_NO_ITERATE_FIELD_IN_FROZEN_TRACE,NOT_RECORDED_PER_FROZEN_REJECT,FROZEN_NONLINEAR_TRACE_CONTROL_FLOW_REPLAY
