gate_id,dt_id,window_index,time_code,time_physical_s,candidate_step,reference_step,Ctot_field_relative_L2_error,Ctot_field_Linf_error,Ctot_increment_relative_L2_error,phi_field_relative_L2_error,phi_field_Linf_error,phi_increment_relative_L2_error,hvolume,hvolume_reference,hvolume_increment_relative_error,equimolar_hvolume_interface_error_dx,phi_half_interface_position_dx,phi_half_interface_reference_dx,phi_half_interface_error_dx,interface_direction_same,matrix_profile_capacity_weighted_relative_error,cumulative_transfer,cumulative_transfer_reference,cumulative_transfer_relative_error,far_field_matrix_composition,far_field_reference,far_field_relative_error,final_mass_difference_from_reference_abs,equal_time_accuracy_pass,registered_long_accuracy_pass
G10,dt4,3,4.6875,192.7949316776005,4000,32000,6.401613218475083e-06,2.563705007685435e-05,2.6869646566637297e-05,0.0004034550103426746,0.0014567392011657354,0.002065524719866039,36.17564275062858,36.175684781935935,1.006572802986411e-05,2.101565367670602e-05,273.60314189824777,273.60317493048393,3.303223616057949e-05,True,1.0710136381426173e-05,3.7947390777870007,3.794782242854976,1.1374847148701415e-05,0.04262518521795715,0.04262509873326418,2.0289617042489607e-06,3.1315181558966287e-09,True,True
G10,dt4,4,6.25,257.0599089034673,6000,48000,4.805069884711476e-06,1.1592107439173382e-05,1.7922972249334544e-05,0.000535775278874753,0.0019392764717700572,0.002394167616447898,36.87158420626335,36.8716058549826,4.443856889885004e-06,1.082435962173482e-05,273.9538565663933,273.9538857273926,2.916099930416749e-05,True,5.132119709332769e-06,4.466299794499412,4.466320753744538,4.692731731942128e-06,0.041150128054493015,0.04115007969955762,1.175087284134384e-06,3.5361225059205026e-09,True,True
G10,dt2,1,1.5625,64.26497722586683,1000,16000,1.7997352972388247e-05,6.249422151360928e-05,0.0001265379045874599,8.503332684419874e-05,0.00030997297920731803,0.0007678087357680192,34.262131067382086,34.262324785193655,8.562776345797018e-05,9.685890578584349e-05,272.6594703574517,272.65954451769744,7.416024573103641e-05,True,8.957619892224601e-05,1.9901870697576398,1.9903764146199578,9.513017785341069e-05,0.046346882030055735,0.04634652458185524,7.712513585903959e-06,3.1017322044135653e-10,True,True
G10,dt2,2,3.125,128.52995445173366,1000,16000,7.031039360189973e-05,0.00021489802336505104,0.00035295139863681367,0.00041945523648199474,0.0015417791141731918,0.0026244532008971124,35.3469967876579,35.34767308286894,0.0002020194906393772,0.00033814760551419284,273.2074727088034,273.20772657767816,0.00025386887477907294,True,0.00021203297954432973,3.0191810267041155,3.0199210583043783,0.00024504998176287624,0.04423338817114458,0.0442320300249996,3.07050375987108e-05,2.0244925735823927e-09,True,True
G10,dt2,3,4.6875,192.7949316776005,2000,32000,9.280207588510274e-05,0.0003358416740476544,0.000389520405963694,0.0006001939742030094,0.002171479986995628,0.0030727477876108245,36.17462809849914,36.175684781935935,0.0002530563229684467,0.0005283417183960352,273.60272241480544,273.60317493048393,0.00045251567848936247,True,0.00026534157095152455,3.7937804507367447,3.794782242854976,0.00026399199061217984,0.04262663631528491,0.04262509873326418,3.607222191682927e-05,2.9094735509715974e-09,True,True
G10,dt2,4,6.25,257.0599089034673,3000,48000,4.16705890940253e-05,0.00013413137314233214,0.00015543183135004166,0.0008037204977298898,0.002901231466866272,0.003591508724295049,36.871038152866966,36.8716058549826,0.0001165328502612215,0.0002838510578152029,273.95360841572517,273.9538857273926,0.0002773116674461562,True,0.00012200887082393918,4.465749619580744,4.466320753744538,0.00012787576067298392,0.04115127520604609,0.04115007969955762,2.905234928340897e-05,3.192965891685162e-09,True,True
G9,dt16,1,1.5625,64.26497722586683,8000,16000,2.504188853476261e-07,6.552937361625766e-07,1.760674531950964e-06,2.6040204877347876e-05,7.234806997580279e-05,0.00023513012518786017,34.2623248109265,34.262324785193655,1.1374513432240018e-08,1.2866421828638797e-08,272.65954478543813,272.65954451769744,2.677406882867217e-07,True,1.4144757902838647e-06,1.9903764263813226,1.9903764146199578,5.909115825830324e-09,0.04634652440356616,0.04634652458185524,3.846870494694938e-09,1.23428378628887e-10,True,True
G9,dt16,2,3.125,128.52995445173366,8000,16000,1.8188214723618015e-06,6.170031232821671e-06,9.130308474384952e-06,3.7074423541937577e-05,0.00012218653333073703,0.0002319677550150932,35.34769815243526,35.34767308286894,7.488654267524119e-06,1.253478315915196e-05,273.20774025122796,273.20772657767816,1.3673549801751506e-05,True,9.996357068983485e-06,3.01994489149007,3.0199210583043783,7.891989635331463e-06,0.04423197601353215,0.0442320300249996,1.221094022155291e-06,1.0651177717591054e-09,True,True
G9,dt16,3,4.6875,192.7949316776005,16000,32000,2.4197799191859638e-06,7.333001017795215e-06,1.0156600997062578e-05,1.986576060236009e-05,7.19449967364616e-05,0.00010170457312765566,36.17571952665953,36.175684781935935,8.32072472026872e-06,1.7372361794553147e-05,273.6031930969912,273.60317493048393,1.8166507288697176e-05,True,9.281796160170134e-06,3.7948164721979927,3.794782242854976,9.020107301634576e-06,0.04262502415444525,0.04262509873326418,1.7496456581302739e-06,2.1115269532856473e-09,True,True
G9,dt16,4,6.25,257.0599089034673,24000,48000,2.6075937064148717e-06,8.823979597893938e-06,9.726357942537904e-06,1.8401577230757034e-05,7.08070690310647e-05,8.222936375484106e-05,36.871643964872156,36.8716058549826,7.822859789673831e-06,1.905494477704245e-05,273.9539072993628,273.9538857273926,2.157197019414525e-05,True,8.26196013136279e-06,4.4663573575346325,4.466320753744538,8.19551306595731e-06,0.0411499978416459,0.04115007969955762,1.9892528111120343e-06,2.5159465621982235e-09,True,True
G9,dt8,1,1.5625,64.26497722586683,4000,16000,9.614401199218187e-07,3.6711029254288263e-06,6.759806197493219e-06,0.0001919238481880684,0.000535993176526306,0.0017329770892183726,34.26231932750052,34.262324785193655,2.4124268874416567e-06,2.7288465699637247e-06,272.65954254810373,272.65954451769744,1.969593711237394e-06,True,1.0016026301738154e-05,1.9903709801169165,1.9903764146199578,2.73038958934551e-06,0.046346534064802256,0.04634652458185524,2.0460966822151382e-07,1.794333570614981e-10,True,True
G9,dt8,2,3.125,128.52995445173366,4000,16000,2.353210031551063e-06,4.1652564625183075e-06,1.1812887531605097e-05,0.00046078012563550427,0.001575623043592822,0.002883015326680234,35.347696368884925,35.34767308286894,6.955881119183306e-06,1.1643007995163956e-05,273.2077212919873,273.20772657767816,5.285690861001058e-06,True,4.940542029702063e-05,3.019943887197848,3.0199210583043783,7.559433849123975e-06,0.044231977877246705,0.0442320300249996,1.1789590679913448e-06,1.7261001516999386e-09,True,True
G9,dt8,3,4.6875,192.7949316776005,8000,32000,5.005782869887685e-06,9.766978922076675e-06,2.1010893959514986e-05,0.000633302405118364,0.0020890274961634647,0.0032422494191150604,36.17576095929402,36.175684781935935,1.8243081567988158e-05,3.808867903953431e-05,273.6031835694719,273.60317493048393,8.638987992526381e-06,True,0.00010619071925874725,3.7948574601092533,3.794782242854976,1.982123069620857e-05,0.042624930616416555,0.04262509873326418,3.944081131064625e-06,2.479666250110313e-09,True,True
G9,dt8,4,6.25,257.0599089034673,12000,48000,7.06315241985043e-06,1.6271614466267792e-05,2.634564904385376e-05,0.0006561339264654244,0.0021237997612100212,0.002932002764471613,36.87174288331178,36.8716058549826,2.81279588831099e-05,6.851416459183745e-05,273.9539229912514,273.9538857273926,3.72638587577967e-05,True,6.054926665894018e-05,4.466455188245618,4.466320753744538,3.00996073707715e-05,0.04114978653147759,0.04115007969955762,7.124362386852111e-06,2.860026881990052e-09,True,True
G9,dt4,1,1.5625,64.26497722586683,2000,16000,8.810850795926787e-07,3.0883358508315695e-06,6.194836535460697e-06,4.734669300879971e-05,0.00015406138899820565,0.00042751713770402904,34.262331002313104,34.262324785193655,2.74811091813978e-06,3.1085597212848026e-06,272.6595460363091,272.65954451769744,1.5186116684162698e-06,True,3.4519480903939496e-06,1.9903827865647132,1.9903764146199578,3.2013767388851944e-06,0.04634651331078831,0.04634652458185524,2.431911999591769e-07,3.3312375080640777e-10,True,True
G9,dt4,2,3.125,128.52995445173366,2000,16000,3.0355371368557337e-06,9.592295513782823e-06,1.5238103830473676e-05,0.00025339673262976645,0.000894627971909645,0.0015854561064124586,35.34765748285774,35.34767308286894,4.6599565749416504e-06,7.800005596635714e-06,273.20771073991165,273.20772657767816,1.5837766511594964e-05,True,8.602190353351268e-06,3.019904542251372,3.0199210583043783,5.4690346824479185e-06,0.04423205860195815,0.0442320300249996,6.460693423604668e-07,2.193559112129151e-09,True,True
G9,dt4,3,4.6875,192.7949316776005,4000,32000,2.8105721388750877e-06,9.200020288813171e-06,1.1796882667584953e-05,0.00039810517327651027,0.001386384056081602,0.00203813574110969,36.17568620063281,36.175684781935935,3.3975190858238284e-07,7.093484371506146e-07,273.60315943106514,273.60317493048393,1.549941879375183e-05,True,9.235959695853943e-06,3.794783303678953,3.794782242854976,2.795480502480262e-07,0.042625096581815305,0.04262509873326418,5.04737569450647e-08,3.2350442324968753e-09,True,True
G9,dt4,4,6.25,257.0599089034673,6000,48000,3.4540810594323575e-06,8.397209655397475e-06,1.288376661744962e-05,0.00046960946891278204,0.0016359924817841431,0.002098498805711245,36.87161612379158,36.8716058549826,2.107889942123855e-06,5.134404491855011e-06,273.9538696959457,273.9538857273926,1.603144693262948e-05,True,5.797325089988103e-06,4.466331966530959,4.466320753744538,2.5105197406263728e-06,0.04115006028503477,0.04115007969955762,4.7179794042268217e-07,3.6396201608113188e-09,True,True
G9,dt2,1,1.5625,64.26497722586683,1000,16000,3.136384956114343e-06,9.712043698373307e-06,2.2051663982766047e-05,9.452309659188104e-05,0.00032694717233283654,0.0008534966464156623,34.262285143991335,34.262324785193655,1.7522330383561274e-05,1.9820601160543454e-05,272.6595283774172,272.65954451769744,1.6140280251875083e-05,True,1.8455960803781478e-05,1.9903373310734747,1.9903764146199578,1.9636258848379667e-05,0.04634660482853409,0.04634652458185524,1.7314497597064401e-06,3.4430769346727175e-10,True,True
G9,dt2,2,3.125,128.52995445173366,1000,16000,6.168313574409028e-05,0.0001879386900344171,0.00030964339577517117,0.0004621013642362164,0.001644513866206898,0.002891282070239977,35.347089597684416,35.34767308286894,0.00017429574814398902,0.00029174259226008906,273.20750395992235,273.20772657767816,0.0002226177558100062,True,0.00018321518694306877,3.019282091725767,3.0199210583043783,0.00021158386801344232,0.0442331945435067,0.0442320300249996,2.632749404549316e-05,2.117999997608422e-09,True,True
G9,dt2,3,4.6875,192.7949316776005,2000,32000,0.00017675715013376514,0.0006072219711363847,0.0007419070771900933,0.000725126665603611,0.002455944736772908,0.0037123520948870226,36.174049485035354,36.175684781935935,0.0003916236464141931,0.0008176484502890513,273.60258230649106,273.60317493048393,0.0005926239928726318,True,0.00041211581081117293,3.7931233926273586,3.794782242854976,0.0004371397675691434,0.04262833236626653,0.04262509873326418,7.586218210508803e-05,3.1070186423676205e-09,True,True
G9,dt2,4,6.25,257.0599089034673,3000,48000,0.00012530949495151393,0.0004447127585434085,0.000467406022072657,0.0009682181656857554,0.0033298893546233055,0.004326583680400291,36.8701557631196,36.8716058549826,0.0002976619837820556,0.0007250459314992353,273.9532573066725,273.9538857273926,0.0006284207200906167,True,0.00031248185358580873,4.4648326597373735,4.466320753744538,0.00033318117735213384,0.04115295323812933,0.04115007969955762,6.98306927395675e-05,3.469388332177914e-09,True,True
G8,dt16,1,1.5625,64.26497722586683,8000,16000,5.2200306005958115e-06,4.06829523064145e-06,3.6701604680155434e-05,0.0001495709239864056,0.000535993176526306,0.0013505512052242076,34.26234309555112,34.262324785193655,8.093602463514984e-06,9.155178727358201e-06,272.65955344029373,272.65954451769744,8.922596293814422e-06,True,0.00025016256810407583,1.9905351374469582,1.9903764146199578,7.974513053635819e-05,0.046346510515604115,0.04634652458185524,3.0350174579692964e-07,2.708233637349622e-10,True,True
G8,dt16,2,3.125,128.52995445173366,8000,16000,1.6464401908445642e-05,4.637273456753466e-05,8.264971057063605e-05,0.00024352897680859125,0.0005681070248274578,0.001523715398231632,35.34747003773669,35.34767308286894,6.065261667259625e-05,0.00010152256612021651,273.2076174782659,273.20772657767816,0.00010909941227055242,True,0.00030534534507635106,3.0198755475835397,3.0199210583043783,1.5070169040820947e-05,0.044232483329686975,0.0442320300249996,1.0248335586695254e-05,1.4672707493446069e-09,True,True
G8,dt16,3,4.6875,192.7949316776005,16000,32000,2.1803365073444803e-05,6.78552323776227e-05,9.151579351843123e-05,0.0002241896676159601,0.0005532972045699802,0.0011477594490796094,36.175385326610765,36.175684781935935,7.171406387438064e-05,0.0001497276625855253,273.6030144575549,273.60317493048393,0.00016047292905341237,True,0.00018440986899082528,3.7944895211490355,3.794782242854976,7.713794552808781e-05,0.042625751216180716,0.04262509873326418,1.5307481646434776e-05,2.5133459757853416e-09,True,True
G8,dt16,4,6.25,257.0599089034673,24000,48000,2.409489495935168e-05,8.167820462795516e-05,8.987426698644611e-05,0.00022153963462406986,0.0005564764722721938,0.0009899729231453373,36.871260308311854,36.8716058549826,7.093075282093005e-05,0.00017277333537039187,273.9536850358068,273.9538857273926,0.00020069158580326985,True,0.00012726562881452226,4.465992187772503,4.466320753744538,7.356524310522348e-05,0.0411508259928589,0.04115007969955762,1.813588957131414e-05,2.918419284014817e-09,True,True
G8,dt8,1,1.5625,64.26497722586683,4000,16000,3.173171185516456e-06,4.595901085036047e-06,2.2310304928096087e-05,0.00017171321844353948,0.000535993176526306,0.0015504851340152701,34.262343423517535,34.262324785193655,8.238571226327302e-06,9.319161939952804e-06,272.6595539162172,272.65954451769744,9.398519750902778e-06,True,0.00014027749757322986,1.9904646853172498,1.9903764146199578,4.434874561596818e-05,0.04634649988252368,0.04634652458185524,5.329273722685077e-07,2.6417268372824765e-10,True,True
G8,dt8,2,3.125,128.52995445173366,4000,16000,1.4268882590920388e-05,5.117321267700259e-05,7.162841522357453e-05,0.0005260774153329024,0.0015559683584780437,0.0032915682926499385,35.34750341284992,35.34767308286894,5.068297137157303e-05,8.483500951022218e-05,273.20762097405077,273.20772657767816,0.00010560362738942786,True,0.00020784415514617336,3.0198506427044887,3.0199210583043783,2.3317033303236468e-05,0.044232382002774594,0.0442320300249996,7.957531562457803e-06,1.4371153156389482e-09,True,True
G8,dt8,3,4.6875,192.7949316776005,8000,32000,1.751337233187511e-05,4.3339929188257464e-05,7.350930284093361e-05,0.0013946176900973203,0.0049445181539510275,0.007139872451235236,36.175465897084734,36.175684781935935,5.2418911538726064e-05,0.0001094424255989587,273.6032007752022,273.60317493048393,2.584471826594381e-05,True,0.00011849712424109078,3.794566209633212,3.794782242854976,5.692901672309646e-05,0.0426255604714187,0.04262509873326418,1.0832541583381527e-05,2.4800641540423385e-09,True,True
G8,dt8,4,6.25,257.0599089034673,12000,48000,3.544811548567062e-05,9.715842219537585e-05,0.00013222192504678417,0.0019410864394877715,0.00688593428653439,0.008673946853068897,36.871335366354046,36.8716058549826,5.552350428135204e-05,0.0001352443142730998,273.9540993769943,273.9538857273926,0.00021364960167602476,True,6.308158214331055e-05,4.466039987240488,4.466320753744538,6.286304086313513e-05,0.041150633199076796,0.04115007969955762,1.3450752057287796e-05,2.8835600573984266e-09,True,True
G8,dt4,1,1.5625,64.26497722586683,2000,16000,1.4728100808227437e-06,5.5928653784897975e-06,1.0355206222188499e-05,0.00017328177095267871,0.000535993176526306,0.0015646483846338732,34.262309635389414,34.262324785193655,6.696564678318717e-06,7.574902123707244e-06,272.6595386070608,272.65954451769744,5.9106366165906365e-06,True,9.271016838488218e-06,1.9903638223933382,1.9903764146199578,6.326555382766525e-06,0.04634655311772417,0.04634652458185524,6.157067695831593e-07,1.5354117977040005e-10,True,True
G8,dt4,2,3.125,128.52995445173366,2000,16000,1.751706261051856e-05,4.8737116292163485e-05,8.793396582868951e-05,0.0009256129736235308,0.0028813903880174907,0.005791387781428843,35.34772229928166,35.34767308286894,1.4701678303702527e-05,2.46082063651534e-05,273.2077704416012,273.20772657767816,4.38639230537774e-05,True,0.00010572350256321677,3.0199706778411186,3.0199210583043783,1.6430739672440285e-05,0.044231910126126664,0.0442320300249996,2.7106798595150655e-06,1.9129089423586265e-09,True,True
G8,dt4,3,4.6875,192.7949316776005,4000,32000,4.15040148391413e-05,0.0001461142558019657,0.00017420580903040653,0.00158035917888447,0.005142910731690042,0.008090792942391666,36.17570807613561,36.175684781935935,5.5785340339687e-06,1.1647099835578083e-05,273.60340951630684,273.60317493048393,0.0002345858229091391,True,6.08870624048622e-05,3.7947976469297195,3.794782242854976,4.059277649664091e-06,0.042625014141084626,0.04262509873326418,1.9845626653480725e-06,2.9158968573028687e-09,True,True
G8,dt4,4,6.25,257.0599089034673,6000,48000,5.498418486543201e-05,0.00018390626067854576,0.000205091714197741,0.0019550641665136005,0.006379540812317175,0.008736407781589288,36.87163955881591,36.8716058549826,6.918423680556045e-06,1.6851916654724394e-05,273.9543138548271,273.9538857273926,0.00042812743447484536,True,2.6285127128339522e-05,4.46631923609633,4.466320753744538,3.3979830192923966e-07,0.04114997474204488,0.04115007969955762,2.550602902906768e-06,3.2855282938726305e-09,True,True
G8,dt2,1,1.5625,64.26497722586683,1000,16000,1.6733384672510605e-05,5.84777155308025e-05,0.00011765104770484652,0.00017431964411124132,0.000535993176526306,0.0015740198641153664,34.26214876150651,34.262324785193655,7.780655028078765e-05,8.801184357533088e-05,272.65948050054567,272.65954451769744,6.40171517716226e-05,True,8.171696205020429e-05,1.9902021304767832,1.9903764146199578,8.756340855653734e-05,0.04634686525965342,0.04634652458185524,7.350665476080177e-06,1.9264234651927836e-10,True,True
G8,dt2,2,3.125,128.52995445173366,1000,16000,8.854275766190532e-05,0.0002622029905233747,0.0004444761087937581,0.0007538255998622775,0.0023640840913974337,0.004716546216157831,35.34687454833575,35.34767308286894,0.00023853420373557858,0.0003992672665946149,273.20740529942054,273.20772657767816,0.00032127825761563145,True,0.0002542873742650271,3.0190500650400045,3.0199210583043783,0.000288415904772965,0.044233567413478184,0.0442320300249996,3.475735745604616e-05,2.0246915255484055e-09,True,True
G8,dt2,3,4.6875,192.7949316776005,2000,32000,3.401744175783e-05,0.00012604670400750972,0.00014278223409314191,0.0008659297573912681,0.0028518548859031156,0.00443320636429851,36.17528450097434,36.175684781935935,9.585995650990048e-05,0.00020014048079772788,273.60299761939984,273.60317493048393,0.0001773110840872505,True,0.00010223883788154296,3.794377944163914,3.794782242854976,0.00010654068275537252,0.042625934874340986,0.04262509873326418,1.9616167508242215e-05,3.070987020237226e-09,True,True
G8,dt2,4,6.25,257.0599089034673,3000,48000,2.274096072301568e-05,6.574540908832471e-05,8.482407493357211e-05,0.0010150700522535774,0.0033507281749209916,0.004535946213561123,36.871308088033786,36.8716058549826,6.112295568974005e-05,0.00014888347440599728,273.9537220793822,273.9538857273926,0.0001636480104139082,True,6.449603051401352e-05,4.466027227213708,4.466320753744538,6.571998452742095e-05,0.041150712026116136,0.04115007969955762,1.5366350761248878e-05,3.4014036032203876e-09,True,True
