record_type,cohort_count,target_time_h,metric,cohort_value,eulerian_authority_value,relative_error,gate_method,pass,cohort_inventory_relative_residual,coarse_cohort_count,fine_cohort_count,coarse_cohort_value,threshold_relative
cohort_vs_eulerian,400,0.1,M0_m3,6.554125297366679e+21,6.55412429998015e+21,1.5217693228723368e-07,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,400,0.1,M1_m2,61337284645031.89,61336083128564.65,1.958906415207059e-05,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,400,0.1,M2_m,586849.9627415716,586843.1967762765,1.1529426143658671e-05,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,400,0.1,M3_dimensionless,0.005737618614064971,0.005737723146386304,1.821843241067718e-05,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,400,0.1,Rmean_m,9.358576753129212e-09,9.358394855091536e-09,1.9436884261967466e-05,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,400,0.1,Rmean3_m3,8.75420953024843e-25,8.754370353341761e-25,1.837060654739907e-05,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,400,0.1,Sv_m_inv,7374574.12683346,7374489.1032059975,1.1529426143681406e-05,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,400,0.1,f_beta,0.024033680649395414,0.024034118513359102,1.821843241075679e-05,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,400,0.1,matrix_xB,0.006113243082583523,0.006112797178476531,7.294600065619834e-05,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,400,0.1,cumulative_dissolution_inventory_mol_m3,4.402595244266141e-08,5.490374272981049e-08,0.19812474972207839,relative_2_percent,False,0.0,,,,
PSD_WASSERSTEIN,400,0.1,W1_number_m,3.286825768535289e-11,0.0,,,,0.0,,,,
PSD_WASSERSTEIN,400,0.1,W1_volume_m,3.439546607187529e-11,0.0,,,,0.0,,,,
cohort_vs_eulerian,400,1.0,N_m0_m3,5.937093254749382e+21,5.929738209758561e+21,0.0012403658864260502,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,400,1.0,M0_m3,5.937093254749382e+21,5.929738209758561e+21,0.0012403658864260502,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,400,1.0,M1_m2,56105724701976.58,56033496890319.15,0.0012890113176197008,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,400,1.0,M2_m,556493.6650187726,556115.2798126406,0.0006804078576288065,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,400,1.0,M3_dimensionless,0.00574042978016303,0.00574015658638563,4.7593436396447777e-05,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,400,1.0,Rmean_m,9.45003258237434e-09,9.449573473261418e-09,4.8585167809032366e-05,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,400,1.0,Rmean3_m3,9.668754614172462e-25,9.680286689451253e-25,0.0011912948085884517,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,400,1.0,Sv_m_inv,6993105.6391689405,6988350.710433695,0.0006804078576288181,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,400,1.0,f_beta,0.024045456034410995,0.024044311682992214,4.7593436396454824e-05,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,400,1.0,matrix_xB,0.006101251336352161,0.006102416726806641,0.00019097195531748648,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,400,1.0,cumulative_dissolution_inventory_mol_m3,0.0066444217203100895,0.006740521790674832,0.014257066937709811,relative_2_percent,True,0.0,,,,
PSD_WASSERSTEIN,400,1.0,W1_number_m,7.284940726844834e-11,0.0,,,,0.0,,,,
PSD_WASSERSTEIN,400,1.0,W1_volume_m,5.3057489148484355e-11,0.0,,,,0.0,,,,
cohort_vs_eulerian,400,3.0,N_m0_m3,3.766579710719298e+21,3.8140022296544113e+21,0.012433794234936813,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,400,3.0,M0_m3,3.766579710719298e+21,3.8140022296544113e+21,0.012433794234936813,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,400,3.0,M1_m2,41550231605898.14,41629667005914.06,0.0019081440167329946,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,400,3.0,M2_m,480843.5485886967,480547.66391326446,0.000615723886830994,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,400,3.0,M3_dimensionless,0.0057931230050319435,0.005790870411118898,0.00038899055808962044,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,400,3.0,Rmean_m,1.1031289604106999e-08,1.0914956127250651e-08,0.010658171732445711,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,400,3.0,Rmean3_m3,1.5380327644587772e-24,1.5183185699510226e-24,0.01298422801243255,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,400,3.0,Sv_m_inv,6042458.239089185,6038740.042598594,0.0006157238868310973,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,400,3.0,f_beta,0.024266176898600503,0.02425674125528218,0.000388990558089479,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,400,3.0,matrix_xB,0.005876421382190459,0.0058860347670825364,0.0016332531615070118,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,400,3.0,cumulative_dissolution_inventory_mol_m3,0.030017132991642683,0.02958063392437374,0.01475624452082073,relative_2_percent,True,0.0,,,,
PSD_WASSERSTEIN,400,3.0,W1_number_m,1.7858703951820472e-10,0.0,,,,0.0,,,,
PSD_WASSERSTEIN,400,3.0,W1_volume_m,8.905357668941933e-11,0.0,,,,0.0,,,,
cohort_vs_eulerian,400,6.0,N_m0_m3,2.548192635712098e+21,2.4576280168293435e+21,0.03685041766393702,relative_2_percent,False,0.0,,,,
cohort_vs_eulerian,400,6.0,M0_m3,2.548192635712098e+21,2.4576280168293435e+21,0.03685041766393702,relative_2_percent,False,0.0,,,,
cohort_vs_eulerian,400,6.0,M1_m2,31579243023046.348,31152742911894.926,0.013690611846206745,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,400,6.0,M2_m,419108.11025261576,417495.04650380416,0.0038636715868122437,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,400,6.0,M3_dimensionless,0.005831834259315216,0.005835914256240714,0.0006991187235375498,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,400,6.0,Rmean_m,1.2392800520837177e-08,1.2675939034942309e-08,0.022336689481121337,relative_2_percent,False,0.0,,,,
cohort_vs_eulerian,400,6.0,Rmean3_m3,2.2886159302024265e-24,2.3746125191760282e-24,0.03621499856466764,relative_2_percent,False,0.0,,,,
cohort_vs_eulerian,400,6.0,Sv_m_inv,5266667.840918075,5246397.484025921,0.0038636715868123122,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,400,6.0,f_beta,0.024428330221357274,0.024445420472514356,0.000699118723537516,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,400,6.0,matrix_xB,0.005711184479052108,0.00569376603221527,0.0030592136625012195,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,400,6.0,cumulative_dissolution_inventory_mol_m3,0.04313707384582057,0.044223169386032476,0.024559423381240956,relative_2_percent,False,0.0,,,,
PSD_WASSERSTEIN,400,6.0,W1_number_m,3.439033462477931e-10,0.0,,,,0.0,,,,
PSD_WASSERSTEIN,400,6.0,W1_volume_m,1.3090456482143766e-10,0.0,,,,0.0,,,,
cohort_vs_eulerian,400,12.0,N_m0_m3,1.4797750690080277e+21,1.470750626095748e+21,0.006135943614204602,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,400,12.0,M0_m3,1.4797750690080277e+21,1.470750626095748e+21,0.006135943614204602,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,400,12.0,M1_m2,22406240935190.496,22203722437804.04,0.009120925464355887,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,400,12.0,M2_m,355931.32545112196,354002.9192333335,0.005447430269684851,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,400,12.0,M3_dimensionless,0.005881258675456117,0.005879073267697933,0.00037172657299434583,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,400,12.0,Rmean_m,1.5141653217749234e-08,1.5096864175231393e-08,0.0029667778684347207,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,400,12.0,Rmean3_m3,3.974427464437983e-24,3.997328414066027e-24,0.0057290638285958295,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,400,12.0,Sv_m_inv,4472764.94887889,4448531.881651126,0.005447430269684762,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,400,12.0,f_beta,0.024635358731565565,0.02462620451695462,0.00037172657299430436,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,400,12.0,matrix_xB,0.0055001391699599335,0.0055094728891953194,0.0016941220009795064,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,400,12.0,cumulative_dissolution_inventory_mol_m3,0.05464210009754703,0.05487685702878732,0.0042778858693955455,relative_2_percent,True,0.0,,,,
PSD_WASSERSTEIN,400,12.0,W1_number_m,3.5240016111563615e-10,0.0,,,,0.0,,,,
PSD_WASSERSTEIN,400,12.0,W1_volume_m,1.909593171087839e-10,0.0,,,,0.0,,,,
cohort_vs_eulerian,400,24.0,N_m0_m3,8.493804575877271e+20,8.396146321653034e+20,0.011631318760177414,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,400,24.0,M0_m3,8.493804575877271e+20,8.396146321653034e+20,0.011631318760177414,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,400,24.0,M1_m2,15533967063940.102,15329968449201.367,0.01330717772934242,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,400,24.0,M2_m,297490.83017692517,295271.1732429785,0.007517350608825253,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,400,24.0,M3_dimensionless,0.00591806060995061,0.0059167974346075285,0.00021348970571365657,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,400,24.0,Rmean_m,1.8288585433266454e-08,1.825833884012541e-08,0.001656590635429198,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,400,24.0,Rmean3_m3,6.967502674547196e-24,7.04703944873918e-24,0.011286551575387339,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,400,24.0,Sv_m_inv,3738380.0263766274,3710486.9947079215,0.0075173506088252766,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,400,24.0,f_beta,0.024789514314293288,0.02478422313778926,0.00021348970571363486,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,400,24.0,matrix_xB,0.005342934435372717,0.005348331093445481,0.0010090358989513486,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,400,24.0,cumulative_dissolution_inventory_mol_m3,0.06143036975854776,0.06169019149421304,0.004211718741214348,relative_2_percent,True,0.0,,,,
PSD_WASSERSTEIN,400,24.0,W1_number_m,4.989254487700771e-10,0.0,,,,0.0,,,,
PSD_WASSERSTEIN,400,24.0,W1_volume_m,2.779488144346278e-10,0.0,,,,0.0,,,,
cohort_vs_eulerian,400,48.0,N_m0_m3,4.3559270131240036e+20,4.6424963249593326e+20,0.06172741813378588,relative_2_percent,False,0.0,,,,
cohort_vs_eulerian,400,48.0,M0_m3,4.3559270131240036e+20,4.6424963249593326e+20,0.06172741813378588,relative_2_percent,False,0.0,,,,
cohort_vs_eulerian,400,48.0,M1_m2,10123219908157.316,10355320211121.686,0.022413628765925734,relative_2_percent,False,0.0,,,,
cohort_vs_eulerian,400,48.0,M2_m,242227.59806197498,243448.02296371676,0.005013081999534991,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,400,48.0,M3_dimensionless,0.005953102256844226,0.005948446146373126,0.0007827439900315224,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,400,48.0,Rmean_m,2.324010452346193e-08,2.2305500072124228e-08,0.04190017925245719,relative_2_percent,False,0.0,,,,
cohort_vs_eulerian,400,48.0,Rmean3_m3,1.3666671270909915e-23,1.2813033613818172e-23,0.0666226034224354,relative_2_percent,False,0.0,,,,
cohort_vs_eulerian,400,48.0,Sv_m_inv,3043921.770272807,3059258.0818950874,0.0050130819995349764,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,400,48.0,f_beta,0.02493629642156085,0.024916792951627104,0.0007827439900314966,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,400,48.0,matrix_xB,0.005193202823421273,0.005213100801684433,0.0038169179956640898,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,400,48.0,cumulative_dissolution_inventory_mol_m3,0.06588615478768818,0.06574238834870538,0.002186814969669856,relative_2_percent,True,0.0,,,,
PSD_WASSERSTEIN,400,48.0,W1_number_m,9.892945310536057e-10,0.0,,,,0.0,,,,
PSD_WASSERSTEIN,400,48.0,W1_volume_m,3.656362174075526e-10,0.0,,,,0.0,,,,
cohort_vs_eulerian,800,0.0,N_m0_m3,6.554129385849397e+21,6.554129385849396e+21,1.599870765847122e-16,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,800,0.0,M0_m3,6.554129385849397e+21,6.554129385849396e+21,1.599870765847122e-16,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,800,0.0,M1_m2,61391096965274.836,61391096965274.84,1.2725786614334402e-16,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,800,0.0,M2_m,586418.8858935871,586418.8858935871,0.0,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,800,0.0,M3_dimensionless,0.0057124534652392405,0.005712453465239241,1.5183698970440153e-16,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,800,0.0,Rmean_m,9.366781360438266e-09,9.36678136043827e-09,3.532400643178135e-16,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,800,0.0,Rmean3_m3,8.715808201120708e-25,8.715808201120711e-25,4.2146634730297375e-16,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,800,0.0,Sv_m_inv,7369157.055398418,7369157.055398418,0.0,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,800,0.0,f_beta,0.023928269120492205,0.023928269120492212,2.899872894677847e-16,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,800,0.0,matrix_xB,0.006220578557312323,0.006220578557312318,8.366055311387227e-16,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,800,0.0,cumulative_dissolution_inventory_mol_m3,0.0,0.0,0.0,relative_2_percent,True,0.0,,,,
PSD_WASSERSTEIN,800,0.0,W1_number_m,1.571688722462529e-11,0.0,,,,0.0,,,,
PSD_WASSERSTEIN,800,0.0,W1_volume_m,1.665248449982105e-11,0.0,,,,0.0,,,,
cohort_vs_eulerian,800,0.1,N_m0_m3,6.554125332718744e+21,6.55412429998015e+21,1.5757079772813827e-07,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,800,0.1,M0_m3,6.554125332718744e+21,6.55412429998015e+21,1.5757079772813827e-07,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,800,0.1,M1_m2,61337284604812.62,61336083128564.65,1.9588408432445436e-05,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,800,0.1,M2_m,586849.9625181087,586843.1967762765,1.1529045355508165e-05,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,800,0.1,M3_dimensionless,0.005737618613452882,0.005737723146386304,1.821853908862055e-05,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,800,0.1,Rmean_m,9.358576696513834e-09,9.358394855091536e-09,1.9430834573033767e-05,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,800,0.1,Rmean3_m3,8.75420948209551e-25,8.754370353341761e-25,1.8376106990882664e-05,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,800,0.1,Sv_m_inv,7374574.124025342,7374489.1032059975,1.1529045355507506e-05,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,800,0.1,f_beta,0.024033680646831507,0.024034118513359102,1.8218539088578916e-05,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,800,0.1,matrix_xB,0.006113243085194518,0.006112797178476531,7.294642779203772e-05,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,800,0.1,cumulative_dissolution_inventory_mol_m3,4.364527130580261e-08,5.490374272981049e-08,0.2050583596716256,relative_2_percent,False,0.0,,,,
PSD_WASSERSTEIN,800,0.1,W1_number_m,1.668732486812261e-11,0.0,,,,0.0,,,,
PSD_WASSERSTEIN,800,0.1,W1_volume_m,1.7461078748261048e-11,0.0,,,,0.0,,,,
cohort_vs_eulerian,800,1.0,N_m0_m3,5.937595498371222e+21,5.929738209758561e+21,0.0013250650087267219,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,800,1.0,M0_m3,5.937595498371222e+21,5.929738209758561e+21,0.0013250650087267219,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,800,1.0,M1_m2,56092655805595.94,56033496890319.15,0.001055777678708642,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,800,1.0,M2_m,556412.5679803,556115.2798126406,0.0005345801103677365,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,800,1.0,M3_dimensionless,0.005740078768196619,0.00574015658638563,1.3556805958093657e-05,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,800,1.0,Rmean_m,9.447032190216236e-09,9.449573473261418e-09,0.0002689309789879216,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,800,1.0,Rmean3_m3,9.667345594308699e-25,9.680286689451253e-25,0.0013368504009965512,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,800,1.0,Sv_m_inv,6992086.543727768,6988350.710433695,0.0005345801103677499,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,800,1.0,f_beta,0.02404398571892433,0.024044311682992214,1.3556805958145177e-05,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,800,1.0,matrix_xB,0.006102748683262213,0.006102416726806641,5.439753960324636e-05,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,800,1.0,cumulative_dissolution_inventory_mol_m3,0.0066390134171952055,0.006740521790674832,0.015059423681421574,relative_2_percent,True,0.0,,,,
PSD_WASSERSTEIN,800,1.0,W1_number_m,3.74969101200469e-11,0.0,,,,0.0,,,,
PSD_WASSERSTEIN,800,1.0,W1_volume_m,2.7285490496398166e-11,0.0,,,,0.0,,,,
cohort_vs_eulerian,800,3.0,N_m0_m3,3.7667471715742473e+21,3.8140022296544113e+21,0.012389887376768985,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,800,3.0,M0_m3,3.7667471715742473e+21,3.8140022296544113e+21,0.012389887376768985,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,800,3.0,M1_m2,41516016183406.28,41629667005914.06,0.0027300439970282635,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,800,3.0,M2_m,480413.0812082309,480547.66391326446,0.0002800610951629282,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,800,3.0,M3_dimensionless,0.005788546422970509,0.005790870411118898,0.0004013193153013167,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,800,3.0,Rmean_m,1.1021715632179097e-08,1.0914956127250651e-08,0.009781029230333495,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,800,3.0,Rmean3_m3,1.5367493912662275e-24,1.5183185699510226e-24,0.012138968514229164,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,800,3.0,Sv_m_inv,6037048.82644886,6038740.042598594,0.0002800610951629188,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,800,3.0,f_beta,0.024247006556490164,0.02425674125528218,0.0004013193153014658,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,800,3.0,matrix_xB,0.005895952645973519,0.0058860347670825364,0.001684984761973867,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,800,3.0,cumulative_dissolution_inventory_mol_m3,0.030015329725211697,0.02958063392437374,0.01469528347327872,relative_2_percent,True,0.0,,,,
PSD_WASSERSTEIN,800,3.0,W1_number_m,1.2175281422530715e-10,0.0,,,,0.0,,,,
PSD_WASSERSTEIN,800,3.0,W1_volume_m,4.876751820795006e-11,0.0,,,,0.0,,,,
cohort_vs_eulerian,800,6.0,N_m0_m3,2.4304815577801226e+21,2.4576280168293435e+21,0.011045796541757904,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,800,6.0,M0_m3,2.4304815577801226e+21,2.4576280168293435e+21,0.011045796541757904,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,800,6.0,M1_m2,31122592163298.895,31152742911894.926,0.0009678360804794146,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,800,6.0,M2_m,417904.6907546148,417495.04650380416,0.0009811954758292864,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,800,6.0,M3_dimensionless,0.0058359366401383025,0.005835914256240714,3.8355425741261635e-06,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,800,6.0,Rmean_m,1.28051134820067e-08,1.2675939034942309e-08,0.010190522903929333,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,800,6.0,Rmean3_m3,2.4011441771516867e-24,2.3746125191760282e-24,0.011173047291464963,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,800,6.0,Sv_m_inv,5251545.225501649,5246397.484025921,0.0009811954758292781,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,800,6.0,f_beta,0.02444551423396532,0.024445420472514356,3.835542574112187e-06,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,800,6.0,matrix_xB,0.0056936704685163035,0.00569376603221527,1.6783917432782127e-05,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,800,6.0,cumulative_dissolution_inventory_mol_m3,0.044404620434280506,0.044223169386032476,0.004103076526788682,relative_2_percent,True,0.0,,,,
PSD_WASSERSTEIN,800,6.0,W1_number_m,1.6452954795888157e-10,0.0,,,,0.0,,,,
PSD_WASSERSTEIN,800,6.0,W1_volume_m,7.465933348525875e-11,0.0,,,,0.0,,,,
cohort_vs_eulerian,800,12.0,N_m0_m3,1.4792614573653117e+21,1.470750626095748e+21,0.005786726259744274,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,800,12.0,M0_m3,1.4792614573653117e+21,1.470750626095748e+21,0.005786726259744274,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,800,12.0,M1_m2,22356852440213.266,22203722437804.04,0.006896591453895476,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,800,12.0,M2_m,355425.67803675734,354002.9192333335,0.004019059522178861,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,800,12.0,M3_dimensionless,0.005880526052163219,0.005879073267697933,0.00024711113455044186,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,800,12.0,Rmean_m,1.511352325776992e-08,1.5096864175231393e-08,0.0011034796594287595,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,800,12.0,Rmean3_m3,3.975312155186499e-24,3.997328414066027e-24,0.005507743322278811,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,800,12.0,Sv_m_inv,4466410.796069792,4448531.881651126,0.004019059522178746,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,800,12.0,f_beta,0.024632289926292475,0.02462620451695462,0.00024711113455039437,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,800,12.0,matrix_xB,0.0055032681708336514,0.0055094728891953194,0.0011261909236065272,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,800,12.0,cumulative_dissolution_inventory_mol_m3,0.05464763081476547,0.05487685702878732,0.0041771017225275915,relative_2_percent,True,0.0,,,,
PSD_WASSERSTEIN,800,12.0,W1_number_m,1.9736122142508916e-10,0.0,,,,0.0,,,,
PSD_WASSERSTEIN,800,12.0,W1_volume_m,1.1618725144119215e-10,0.0,,,,0.0,,,,
cohort_vs_eulerian,800,24.0,N_m0_m3,8.48839233037526e+20,8.396146321653034e+20,0.010986708090630857,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,800,24.0,M0_m3,8.48839233037526e+20,8.396146321653034e+20,0.010986708090630857,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,800,24.0,M1_m2,15488035876555.877,15329968449201.367,0.010311008002286168,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,800,24.0,M2_m,296927.17851088697,295271.1732429785,0.0056084217423612885,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,800,24.0,M3_dimensionless,0.0059175906546956045,0.0059167974346075285,0.00013406240400194678,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,800,24.0,Rmean_m,1.8246135750739003e-08,1.825833884012541e-08,0.0006683570445953358,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,800,24.0,Rmean3_m3,6.971391547866869e-24,7.04703944873918e-24,0.01073470659878958,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,800,24.0,Sv_m_inv,3731296.9706437904,3710486.9947079215,0.005608421742361347,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,800,24.0,f_beta,0.024787545770324434,0.02478422313778926,0.00013406240400198272,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,800,24.0,matrix_xB,0.005344942229837413,0.005348331093445481,0.0006336301079454511,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,800,24.0,cumulative_dissolution_inventory_mol_m3,0.06143619781945972,0.06169019149421304,0.004117245685274669,relative_2_percent,True,0.0,,,,
PSD_WASSERSTEIN,800,24.0,W1_number_m,2.859772748151508e-10,0.0,,,,0.0,,,,
PSD_WASSERSTEIN,800,24.0,W1_volume_m,1.756816116994696e-10,0.0,,,,0.0,,,,
cohort_vs_eulerian,800,48.0,N_m0_m3,4.760420978336173e+20,4.6424963249593326e+20,0.02540113015121744,relative_2_percent,False,0.0,,,,
