step,target_mass_code,lambda,residual_code,derivative_code,iterations,newton_steps,bisection_steps,Y_star_min,Y_star_max,lambda_lower,lambda_upper,accepted_zero_mode_steps
2021,4.46608079999958049e+05,6.40485545991910110e-09,0.00000000000000000e+00,1.11790604332145711e+05,1,1,0,-4.95022734353502081e+00,-4.47501363708149746e+00,0.00000000000000000e+00,2.44750136370814957e+01,2021
2022,4.46608079999958049e+05,6.47548485339042634e-09,0.00000000000000000e+00,1.11791070536412430e+05,1,1,0,-4.95022398820647425e+00,-4.47442378335355162e+00,0.00000000000000000e+00,2.44744237833535507e+01,2022
2023,4.46608079999958049e+05,6.23229797781388672e-09,0.00000000000000000e+00,1.11791537514046824e+05,1,1,0,-4.95022065085535967e+00,-4.47383237478138618e+00,0.00000000000000000e+00,2.44738323747813880e+01,2023
2024,4.46608079999958049e+05,6.27459731218443804e-09,0.00000000000000000e+00,1.11792005270141366e+05,1,1,0,-4.95021733204184322e+00,-4.47323940459018043e+00,0.00000000000000000e+00,2.44732394045901813e+01,2024
2025,4.46608079999958049e+05,6.65650822920094723e-09,0.00000000000000000e+00,1.11792473847621004e+05,1,1,0,-4.95021403105593905e+00,-4.47264486483827994e+00,0.00000000000000000e+00,2.44726448648382799e+01,2025
2026,4.46608079999958049e+05,6.47078663992822851e-09,0.00000000000000000e+00,1.11792943226032905e+05,1,1,0,-4.95021074780602977e+00,-4.47204874673843733e+00,0.00000000000000000e+00,2.44720487467384373e+01,2026
2027,4.46608079999958049e+05,6.49837168422368534e-09,0.00000000000000000e+00,1.11793413408764231e+05,1,1,0,-4.95020748262372923e+00,-4.47145104434759411e+00,0.00000000000000000e+00,2.44714510443475959e+01,2027
2028,4.46608079999958049e+05,6.49570295043454230e-09,0.00000000000000000e+00,1.11793884395842790e+05,1,1,0,-4.95020423513097185e+00,-4.47085174907481253e+00,0.00000000000000000e+00,2.44708517490748108e+01,2028
2029,4.46608079999958049e+05,6.60270181702446445e-09,-1.16415321826934814e-10,1.11794356199514848e+05,1,1,0,-4.95020100560172871e+00,-4.47025085283008217e+00,0.00000000000000000e+00,2.44702508528300839e+01,2029
2030,4.46608079999958049e+05,6.68797966711046609e-09,5.82076609134674072e-11,1.11794828829597915e+05,1,1,0,-4.95019779387799996e+00,-4.46964834676518308e+00,0.00000000000000000e+00,2.44696483467651831e+01,2030
2031,4.46608079999958049e+05,6.45970264014994893e-09,0.00000000000000000e+00,1.11795302260919532e+05,1,1,0,-4.95019459951135499e+00,-4.46904422224942977e+00,0.00000000000000000e+00,2.44690442222494298e+01,2031
2032,4.46608079999958049e+05,6.64565678332135982e-09,0.00000000000000000e+00,1.11795776514571611e+05,1,1,0,-4.95019142375809729e+00,-4.46843847120626947e+00,0.00000000000000000e+00,2.44684384712062695e+01,2032
2033,4.46608079999958049e+05,6.70791334920668673e-09,-5.82076609134674072e-11,1.11796251597830938e+05,1,1,0,-4.95018826561221381e+00,-4.46783108464399170e+00,0.00000000000000000e+00,2.44678310846439899e+01,2033
2034,4.46608079999958049e+05,6.72356279397593555e-09,5.82076609134674072e-11,1.11796727512742596e+05,1,1,0,-4.95018512515572784e+00,-4.46722205398656147e+00,0.00000000000000000e+00,2.44672220539865606e+01,2034
2035,4.46608079999958049e+05,6.63988220628500505e-09,0.00000000000000000e+00,1.11797204250287847e+05,1,1,0,-4.95018200249017770e+00,-4.46661137073163150e+00,0.00000000000000000e+00,2.44666113707316306e+01,2035
2036,4.46608079999958049e+05,6.74022977776296474e-09,0.00000000000000000e+00,1.11797681822004641e+05,1,1,0,-4.95017889740523831e+00,-4.46599902714095176e+00,0.00000000000000000e+00,2.44659990271409526e+01,2036
2037,4.46608079999958049e+05,6.67495729917167110e-09,0.00000000000000000e+00,1.11798160220950682e+05,1,1,0,-4.95017580980613303e+00,-4.46538501298863810e+00,0.00000000000000000e+00,2.44653850129886372e+01,2037
2038,4.46608079999958049e+05,6.53229423142639771e-09,0.00000000000000000e+00,1.11798639431578820e+05,1,1,0,-4.95017274007541275e+00,-4.46476931892635953e+00,0.00000000000000000e+00,2.44647693189263578e+01,2038
2039,4.46608079999958049e+05,6.88135454397290256e-09,0.00000000000000000e+00,1.11799119493212813e+05,1,1,0,-4.95016968852281192e+00,-4.46415193528251919e+00,0.00000000000000000e+00,2.44641519352825192e+01,2039
2040,4.46608079999958049e+05,6.67142882432650006e-09,5.82076609134674072e-11,1.11799600382758246e+05,1,1,0,-4.95016665427110070e+00,-4.46353285219516493e+00,0.00000000000000000e+00,2.44635328521951649e+01,2040
2041,4.46608079999958049e+05,7.11597820695563305e-09,0.00000000000000000e+00,1.11800082150153670e+05,1,1,0,-4.95016363815466942e+00,-4.46291206019903264e+00,0.00000000000000000e+00,2.44629120601990309e+01,2041
2042,4.46608079999958049e+05,6.56679794232520846e-09,0.00000000000000000e+00,1.11800564734431973e+05,1,1,0,-4.95016063859553324e+00,-4.46228954880993012e+00,0.00000000000000000e+00,2.44622895488099310e+01,2042
2043,4.46608079999958049e+05,7.15760353103666657e-09,0.00000000000000000e+00,1.11801048201892700e+05,1,1,0,-4.95015765769128357e+00,-4.46166530994904953e+00,0.00000000000000000e+00,2.44616653099490478e+01,2043
2044,4.46608079999958049e+05,6.73409884839330939e-09,-5.82076609134674072e-11,1.11801532505585667e+05,1,1,0,-4.95015469349218318e+00,-4.46103933299829336e+00,0.00000000000000000e+00,2.44610393329982934e+01,2044
2045,4.46608079999958049e+05,7.00155451502423270e-09,5.82076609134674072e-11,1.11802017675736002e+05,1,1,0,-4.95015174738386587e+00,-4.46041161012365261e+00,0.00000000000000000e+00,2.44604116101236535e+01,2045
2046,4.46608079999958049e+05,7.02800432569297166e-09,0.00000000000000000e+00,1.11802503715610728e+05,1,1,0,-4.95014881872444246e+00,-4.45978213076318042e+00,0.00000000000000000e+00,2.44597821307631804e+01,2046
2047,4.46608079999958049e+05,7.08004058836014197e-09,0.00000000000000000e+00,1.11802990631360502e+05,1,1,0,-4.95014590775561913e+00,-4.45915088456888320e+00,0.00000000000000000e+00,2.44591508845688850e+01,2047
2048,4.46608079999958049e+05,6.89507024060021310e-09,0.00000000000000000e+00,1.11803478402682391e+05,1,1,0,-4.95014301415731772e+00,-4.45851786155110119e+00,0.00000000000000000e+00,2.44585178615511012e+01,2048
2049,4.46608079999958049e+05,7.09531733635811195e-09,0.00000000000000000e+00,1.11803967052300271e+05,1,1,0,-4.95014013835075861e+00,-4.45788305181701006e+00,0.00000000000000000e+00,2.44578830518170101e+01,2049
2050,4.46608079999958049e+05,6.98526359788990428e-09,0.00000000000000000e+00,1.11804456568299836e+05,1,1,0,-4.95013727930256398e+00,-4.45724644365791356e+00,0.00000000000000000e+00,2.44572464436579153e+01,2050
2051,4.46608079999958049e+05,6.95166663898498794e-09,0.00000000000000000e+00,1.11804946947317760e+05,1,1,0,-4.95013443765371708e+00,-4.45660802610010176e+00,0.00000000000000000e+00,2.44566080261001026e+01,2051
2052,4.46608079999958049e+05,7.02250281868529511e-09,0.00000000000000000e+00,1.11805438197649666e+05,1,1,0,-4.95013161361407228e+00,-4.45596778864365461e+00,0.00000000000000000e+00,2.44559677886436546e+01,2052
2053,4.46608079999958049e+05,6.93419826874587120e-09,0.00000000000000000e+00,1.11805930309866570e+05,1,1,0,-4.95012880703838754e+00,-4.45528734036300289e+00,0.00000000000000000e+00,2.44552873403630038e+01,2053
2054,4.46608079999958049e+05,7.20213974661520799e-09,0.00000000000000000e+00,1.11806423314257234e+05,1,1,0,-4.95012601797621699e+00,-4.45455307010384871e+00,0.00000000000000000e+00,2.44545530701038487e+01,2054
2055,4.46608079999958049e+05,7.35422460746924291e-09,0.00000000000000000e+00,1.11806917228146660e+05,1,1,0,-4.95012324609792742e+00,-4.45381608513289962e+00,0.00000000000000000e+00,2.44538160851328996e+01,2055
2056,4.46608079999958049e+05,7.41860669770389931e-09,0.00000000000000000e+00,1.11807412059029477e+05,1,1,0,-4.95012049108538310e+00,-4.45307637016264302e+00,0.00000000000000000e+00,2.44530763701626412e+01,2056
2057,4.46608079999958049e+05,7.03003859381361693e-09,5.82076609134674072e-11,1.11807907763902665e+05,1,1,0,-4.95011775235289875e+00,-4.45233390945424912e+00,0.00000000000000000e+00,2.44523339094542500e+01,2057
2058,4.46608079999958049e+05,7.18191534444889815e-09,0.00000000000000000e+00,1.11808404360125496e+05,1,1,0,-4.95011503150635335e+00,-4.45158868704230759e+00,0.00000000000000000e+00,2.44515886870423067e+01,2058
2059,4.46608079999958049e+05,7.36378398691151829e-09,5.82076609134674072e-11,1.11808901868400193e+05,1,1,0,-4.95011232814229363e+00,-4.45084068605163541e+00,0.00000000000000000e+00,2.44508406860516345e+01,2059
2060,4.46608079999958049e+05,7.10727217983620976e-09,0.00000000000000000e+00,1.11809400260481809e+05,1,1,0,-4.95010964188021507e+00,-4.45008988954954621e+00,0.00000000000000000e+00,2.44500898895495453e+01,2060
2061,4.46608079999958049e+05,7.40635239648606656e-09,0.00000000000000000e+00,1.11809899570178430e+05,1,1,0,-4.95010697369988950e+00,-4.44933628152523841e+00,0.00000000000000000e+00,2.44493362815252375e+01,2061
2062,4.46608079999958049e+05,7.26780520104443140e-09,-5.82076609134674072e-11,1.11810399782407942e+05,1,1,0,-4.95010432219269880e+00,-4.44857984535762352e+00,0.00000000000000000e+00,2.44485798453576244e+01,2062
2063,4.46608079999958049e+05,7.42472016718632706e-09,0.00000000000000000e+00,1.11810900915076971e+05,1,1,0,-4.95010168813757367e+00,-4.44782056428574712e+00,0.00000000000000000e+00,2.44478205642857489e+01,2063
2064,4.46608079999958049e+05,7.52001063454293391e-09,0.00000000000000000e+00,1.11811402979203616e+05,1,1,0,-4.95009907109989733e+00,-4.44705842072400870e+00,0.00000000000000000e+00,2.44470584207240087e+01,2064
2065,4.46608079999958049e+05,7.42998370355516516e-09,0.00000000000000000e+00,1.11811905965108337e+05,1,1,0,-4.95009647109711537e+00,-4.44629339765446208e+00,0.00000000000000000e+00,2.44462933976544612e+01,2065
2066,4.46608079999958049e+05,7.31965581931749196e-09,0.00000000000000000e+00,1.11812409860912070e+05,1,1,0,-4.95009388801010441e+00,-4.44552547856486946e+00,0.00000000000000000e+00,2.44455254785648677e+01,2066
2067,4.46608079999958049e+05,7.39272898186384097e-09,-5.82076609134674072e-11,1.11812914675212145e+05,1,1,0,-4.95009132250802253e+00,-4.44475464629105410e+00,0.00000000000000000e+00,2.44447546462910523e+01,2067
2068,4.46608079999958049e+05,7.69416775264807379e-09,1.16415321826934814e-10,1.11813420442031493e+05,1,1,0,-4.95008877415446591e+00,-4.44398088426731253e+00,0.00000000000000000e+00,2.44439808842673116e+01,2068
2069,4.46608079999958049e+05,7.48660885440719815e-09,0.00000000000000000e+00,1.11813927138615982e+05,1,1,0,-4.95008624220452909e+00,-4.44320417547604585e+00,0.00000000000000000e+00,2.44432041754760476e+01,2069
2070,4.46608079999958049e+05,7.45712392571751838e-09,0.00000000000000000e+00,1.11814434762096280e+05,1,1,0,-4.95008372710941558e+00,-4.44242450420764623e+00,0.00000000000000000e+00,2.44424245042076471e+01,2070
2071,4.46608079999958049e+05,7.63235130268711071e-09,0.00000000000000000e+00,1.11814943332475304e+05,1,1,0,-4.95008122880667401e+00,-4.44164185322772553e+00,0.00000000000000000e+00,2.44416418532277255e+01,2071
2072,4.46608079999958049e+05,7.48083145789031307e-09,0.00000000000000000e+00,1.11815452833258212e+05,1,1,0,-4.95007874684221427e+00,-4.44085620523305291e+00,0.00000000000000000e+00,2.44408562052330538e+01,2072
2073,4.46608079999958049e+05,7.73863865494913457e-09,1.16415321826934814e-10,1.11815963293653447e+05,1,1,0,-4.95007628177081838e+00,-4.44006754363365097e+00,0.00000000000000000e+00,2.44400675436336527e+01,2073
2074,4.46608079999958049e+05,7.68107674419521198e-09,0.00000000000000000e+00,1.11816474707638554e+05,1,1,0,-4.95007383334182727e+00,-4.43927585082912568e+00,0.00000000000000000e+00,2.44392758508291266e+01,2074
2075,4.46608079999958049e+05,7.75814040676208319e-09,0.00000000000000000e+00,1.11816987084242312e+05,1,1,0,-4.95007140160454551e+00,-4.43848110955198649e+00,0.00000000000000000e+00,2.44384811095519865e+01,2075
2076,4.46608079999958049e+05,7.71576924824060616e-09,0.00000000000000000e+00,1.11817500419174394e+05,1,1,0,-4.95006898658350281e+00,-4.43768330114354459e+00,0.00000000000000000e+00,2.44376833011435437e+01,2076
2077,4.46608079999958049e+05,7.71546098855533218e-09,0.00000000000000000e+00,1.11818014712834964e+05,1,1,0,-4.95006658807695032e+00,-4.43688240760165442e+00,0.00000000000000000e+00,2.44368824076016544e+01,2077
2078,4.46608079999958049e+05,7.66555317257708877e-09,1.16415321826934814e-10,1.11818529960110682e+05,1,1,0,-4.95006420662669555e+00,-4.43607840977418544e+00,0.00000000000000000e+00,2.44360784097741863e+01,2078
2079,4.46608079999958049e+05,7.59742954485158543e-09,-5.82076609134674072e-11,1.11819046153893723e+05,1,1,0,-4.95006184214972134e+00,-4.43527129010728238e+00,0.00000000000000000e+00,2.44352712901072806e+01,2079
2080,4.46608079999958049e+05,8.01234398586878524e-09,0.00000000000000000e+00,1.11819563340949113e+05,1,1,0,-4.95005949475059381e+00,-4.43446103174020578e+00,0.00000000000000000e+00,2.44344610317402058e+01,2080
2081,4.46608079999958049e+05,7.74403906985413441e-09,0.00000000000000000e+00,1.11820081491775200e+05,1,1,0,-4.95005716330331946e+00,-4.43364761580900346e+00,0.00000000000000000e+00,2.44336476158090043e+01,2081
2082,4.46608079999958049e+05,8.04277099777496960e-09,-5.82076609134674072e-11,1.11820600640152494e+05,1,1,0,-4.95005484905417426e+00,-4.43283102472339063e+00,0.00000000000000000e+00,2.44328310247233915e+01,2082
2083,4.46608079999958049e+05,7.79249832840561509e-09,0.00000000000000000e+00,1.11821120758596982e+05,1,1,0,-4.95005255081680584e+00,-4.43201123984027845e+00,0.00000000000000000e+00,2.44320112398402784e+01,2083
2084,4.46608079999958049e+05,8.06173902956766117e-09,0.00000000000000000e+00,1.11821641877637448e+05,1,1,0,-4.95005026971584794e+00,-4.43118824357241969e+00,0.00000000000000000e+00,2.44311882435724215e+01,2084
2085,4.46608079999958049e+05,7.82864464974824779e-09,-5.82076609134674072e-11,1.11822163971709087e+05,1,1,0,-4.95004800457487271e+00,-4.43036201722446155e+00,0.00000000000000000e+00,2.44303620172244607e+01,2085
2086,4.46608079999958049e+05,8.13843379250247211e-09,0.00000000000000000e+00,1.11822687075863651e+05,1,1,0,-4.95004575606040476e+00,-4.42953254447215361e+00,0.00000000000000000e+00,2.44295325444721527e+01,2086
2087,4.46608079999958049e+05,8.09912039869201628e-09,5.82076609134674072e-11,1.11823211186169647e+05,1,1,0,-4.95004352338405340e+00,-4.42869980632524651e+00,0.00000000000000000e+00,2.44286998063252483e+01,2087
2088,4.46608079999958049e+05,7.99998585809444053e-09,0.00000000000000000e+00,1.11823736292017158e+05,1,1,0,-4.95004130719206437e+00,-4.42786378460725771e+00,0.00000000000000000e+00,2.44278637846072577e+01,2088
2089,4.46608079999958049e+05,8.05856175703248409e-09,-5.82076609134674072e-11,1.11824262400434833e+05,1,1,0,-4.95003910761301125e+00,-4.42702446251358150e+00,0.00000000000000000e+00,2.44270244625135824e+01,2089
2090,4.46608079999958049e+05,8.25142533907332428e-09,0.00000000000000000e+00,1.11824789533440373e+05,1,1,0,-4.95003692448050625e+00,-4.42618182124778237e+00,0.00000000000000000e+00,2.44261818212477806e+01,2090
2091,4.46608079999958049e+05,8.13727781291153122e-09,0.00000000000000000e+00,1.11825317678748339e+05,1,1,0,-4.95003475740356347e+00,-4.42533584233131183e+00,0.00000000000000000e+00,2.44253358423313109e+01,2091
2092,4.46608079999958049e+05,8.03591944432989686e-09,0.00000000000000000e+00,1.11825846825557528e+05,1,1,0,-4.95003260634352316e+00,-4.42448650759516493e+00,0.00000000000000000e+00,2.44244865075951658e+01,2092
2093,4.46608079999958049e+05,8.34812041939949306e-09,0.00000000000000000e+00,1.11826377009228279e+05,1,1,0,-4.95003047134491148e+00,-4.42363379869691009e+00,0.00000000000000000e+00,2.44236337986969119e+01,2093
2094,4.46608079999958049e+05,8.11340938247539892e-09,0.00000000000000000e+00,1.11826908204055275e+05,1,1,0,-4.95002835216149961e+00,-4.42277769663352416e+00,0.00000000000000000e+00,2.44227776966335242e+01,2094
2095,4.46608079999958049e+05,8.22608166150170395e-09,0.00000000000000000e+00,1.11827440423155946e+05,1,1,0,-4.95002624971121907e+00,-4.42191818367598177e+00,0.00000000000000000e+00,2.44219181836759809e+01,2095
2096,4.46608079999958049e+05,8.40164818553732114e-09,5.82076609134674072e-11,1.11827973686646525e+05,1,1,0,-4.95002416354056685e+00,-4.42105524126747884e+00,0.00000000000000000e+00,2.44210552412674780e+01,2096
2097,4.46608079999958049e+05,8.40232530345634030e-09,-5.82076609134674072e-11,1.11828507995071239e+05,1,1,0,-4.95002209330393406e+00,-4.42018885050537769e+00,0.00000000000000000e+00,2.44201888505053759e+01,2097
2098,4.46608079999958049e+05,8.45410871506137478e-09,-5.82076609134674072e-11,1.11829043354716297e+05,1,1,0,-4.95002003923301626e+00,-4.41931899342447299e+00,0.00000000000000000e+00,2.44193189934244721e+01,2098
2099,4.46608079999958049e+05,8.39707409684674067e-09,0.00000000000000000e+00,1.11829579759720262e+05,1,1,0,-4.95001800078533094e+00,-4.41844565226706543e+00,0.00000000000000000e+00,2.44184456522670672e+01,2099
2100,4.46608079999958049e+05,8.43688015630556842e-09,0.00000000000000000e+00,1.11830117215050559e+05,1,1,0,-4.95001597841579510e+00,-4.41756880832971355e+00,0.00000000000000000e+00,2.44175688083297118e+01,2100
2101,4.46608079999958049e+05,8.39154889424866294e-09,0.00000000000000000e+00,1.11830655716191424e+05,1,1,0,-4.95001397180785307e+00,-4.41668844310425168e+00,0.00000000000000000e+00,2.44166884431042526e+01,2101
2102,4.46608079999958049e+05,8.38260584863727514e-09,-5.82076609134674072e-11,1.11831195262742884e+05,1,1,0,-4.95001198125639696e+00,-4.41580453657662542e+00,0.00000000000000000e+00,2.44158045365766263e+01,2102
2103,4.46608079999958049e+05,8.81128623177085311e-09,-1.16415321826934814e-10,1.11831735903056353e+05,1,1,0,-4.95001000645288869e+00,-4.41491706797295258e+00,0.00000000000000000e+00,2.44149170679729508e+01,2103
2104,4.46608079999958049e+05,8.49463425537589909e-09,0.00000000000000000e+00,1.11832277602309099e+05,1,1,0,-4.95000804705882125e+00,-4.41402601740773282e+00,0.00000000000000000e+00,2.44140260174077319e+01,2104
2105,4.46608079999958049e+05,8.63096405502481512e-09,0.00000000000000000e+00,1.11832820376274060e+05,1,1,0,-4.95000610387818796e+00,-4.41313136672314421e+00,0.00000000000000000e+00,2.44131313667231424e+01,2105
2106,4.46608079999958049e+05,8.77872907710304348e-09,0.00000000000000000e+00,1.11833364241998846e+05,1,1,0,-4.95000417649935276e+00,-4.41223309645030692e+00,0.00000000000000000e+00,2.44122330964503078e+01,2106
2107,4.46608079999958049e+05,8.55038314696994081e-09,0.00000000000000000e+00,1.11833909174540458e+05,1,1,0,-4.95000226460992643e+00,-4.41133118771674315e+00,0.00000000000000000e+00,2.44113311877167440e+01,2107
2108,4.46608079999958049e+05,8.88030682814347796e-09,5.82076609134674072e-11,1.11834455211304521e+05,1,1,0,-4.95000036933643894e+00,-4.41042562246897329e+00,0.00000000000000000e+00,2.44104256224689742e+01,2108
2109,4.46608079999958049e+05,8.44217182171199778e-09,0.00000000000000000e+00,1.11835002303960267e+05,1,1,0,-4.94999848942152187e+00,-4.40951637984539779e+00,0.00000000000000000e+00,2.44095163798453996e+01,2109
2110,4.46608079999958049e+05,8.98077988236030773e-09,0.00000000000000000e+00,1.11835550513250666e+05,1,1,0,-4.94999662569981780e+00,-4.40860344132200677e+00,0.00000000000000000e+00,2.44086034413220077e+01,2110
2111,4.46608079999958049e+05,8.91831909580996623e-09,5.82076609134674072e-11,1.11836099832748965e+05,1,1,0,-4.94999477681929090e+00,-4.40768678454537444e+00,0.00000000000000000e+00,2.44076867845453762e+01,2111
2112,4.46608079999958049e+05,8.95026226948555864e-09,0.00000000000000000e+00,1.11836650266579818e+05,1,1,0,-4.94999294388966948e+00,-4.40676638985855806e+00,0.00000000000000000e+00,2.44067663898585572e+01,2112
2113,4.46608079999958049e+05,8.90840374702388018e-09,0.00000000000000000e+00,1.11837201810639788e+05,1,1,0,-4.94999112690288356e+00,-4.40584223685435461e+00,0.00000000000000000e+00,2.44058422368543546e+01,2113
2114,4.46608079999958049e+05,8.86001371122554136e-09,0.00000000000000000e+00,1.11837754460159689e+05,1,1,0,-4.94998932607690989e+00,-4.40491430550997887e+00,0.00000000000000000e+00,2.44049143055099798e+01,2114
2115,4.46608079999958049e+05,9.16579317000679271e-09,0.00000000000000000e+00,1.11838308249863985e+05,1,1,0,-4.94998754139791508e+00,-4.40398257617442823e+00,0.00000000000000000e+00,2.44039825761744282e+01,2115
2116,4.46608079999958049e+05,8.87524406022126662e-09,-5.82076609134674072e-11,1.11838863147925003e+05,1,1,0,-4.94998577221068015e+00,-4.40304702823265881e+00,0.00000000000000000e+00,2.44030470282326597e+01,2116
2117,4.46608079999958049e+05,9.22731856289001534e-09,0.00000000000000000e+00,1.11839419194288188e+05,1,1,0,-4.94998401903992757e+00,-4.40209591473875061e+00,0.00000000000000000e+00,2.44020959147387515e+01,2117
2118,4.46608079999958049e+05,9.09133914535116048e-09,0.00000000000000000e+00,1.11839976374359772e+05,1,1,0,-4.94998228099743276e+00,-4.40114070564206816e+00,0.00000000000000000e+00,2.44011407056420673e+01,2118
2119,4.46608079999958049e+05,9.26877631604076913e-09,0.00000000000000000e+00,1.11840534708575709e+05,1,1,0,-4.94998055861454578e+00,-4.40018148548848664e+00,0.00000000000000000e+00,2.44001814854884884e+01,2119
2120,4.46608079999958049e+05,8.93459969417758491e-09,0.00000000000000000e+00,1.11841094160288092e+05,1,1,0,-4.94997885127852655e+00,-4.39921066231915425e+00,0.00000000000000000e+00,2.43992106623191560e+01,2120
2121,4.46608079999958049e+05,9.39275703257040579e-09,0.00000000000000000e+00,1.11841654781311954e+05,1,1,0,-4.94997715977458430e+00,-4.39810673014944253e+00,0.00000000000000000e+00,2.43981067301494434e+01,2121
2122,4.46608079999958049e+05,9.41467468989877721e-09,-5.82076609134674072e-11,1.11842216574710881e+05,1,1,0,-4.94997548320301739e+00,-4.39699686306449511e+00,0.00000000000000000e+00,2.43969968630644942e+01,2122
2123,4.46608079999958049e+05,9.28187039509741471e-09,0.00000000000000000e+00,1.11842779526307859e+05,1,1,0,-4.94997382208696113e+00,-4.39588102119830459e+00,0.00000000000000000e+00,2.43958810211983064e+01,2123
2124,4.46608079999958049e+05,9.53321185179757491e-09,0.00000000000000000e+00,1.11843343664816406e+05,1,1,0,-4.94997217690817504e+00,-4.39475916488646234e+00,0.00000000000000000e+00,2.43947591648864623e+01,2124
2125,4.46608079999958049e+05,9.43416361686921487e-09,-5.82076609134674072e-11,1.11843908979837899e+05,1,1,0,-4.94997054684713067e+00,-4.39363125379282149e+00,0.00000000000000000e+00,2.43936312537928224e+01,2125
2126,4.46608079999958049e+05,9.45470159747678493e-09,5.82076609134674072e-11,1.11844475474342253e+05,1,1,0,-4.94996893269218763e+00,-4.39249724681222098e+00,0.00000000000000000e+00,2.43924972468122192e+01,2126
2127,4.46608079999958049e+05,9.52354726462194948e-09,0.00000000000000000e+00,1.11845043156702435e+05,1,1,0,-4.94996733404524303e+00,-4.39135710249840550e+00,0.00000000000000000e+00,2.43913571024984037e+01,2127
2128,4.46608079999958049e+05,9.70661893412009494e-09,-1.16415321826934814e-10,1.11845612048054303e+05,1,1,0,-4.94996575073898892e+00,-4.39021077964457263e+00,0.00000000000000000e+00,2.43902107796445726e+01,2128
2129,4.46608079999958049e+05,9.48879719694203372e-09,0.00000000000000000e+00,1.11846182124782470e+05,1,1,0,-4.94996418279776673e+00,-4.38905823642606840e+00,0.00000000000000000e+00,2.43890582364260666e+01,2129
2130,4.46608079999958049e+05,9.75895409408352796e-09,5.82076609134674072e-11,1.11846753417759028e+05,1,1,0,-4.94996263055687802e+00,-4.38789943195254839e+00,0.00000000000000000e+00,2.43878994319525475e+01,2130
2131,4.46608079999958049e+05,9.75747454557478805e-09,0.00000000000000000e+00,1.11847325927535450e+05,1,1,0,-4.94996109381743921e+00,-4.38673432319539014e+00,0.00000000000000000e+00,2.43867343231953910e+01,2131
2132,4.46608079999958049e+05,9.89373081847335117e-09,0.00000000000000000e+00,1.11847899670031213e+05,1,1,0,-4.94995957256924779e+00,-4.38556286770350745e+00,0.00000000000000000e+00,2.43855628677035057e+01,2132
2133,4.46608079999958049e+05,9.74259037576433606e-09,0.00000000000000000e+00,1.11848474629106058e+05,1,1,0,-4.94995806704369556e+00,-4.38438502154699794e+00,0.00000000000000000e+00,2.43843850215469971e+01,2133
2134,4.46608079999958049e+05,9.71177026939744154e-09,0.00000000000000000e+00,1.11849050802115467e+05,1,1,0,-4.94995657727498006e+00,-4.38320074079273692e+00,0.00000000000000000e+00,2.43832007407927378e+01,2134
2135,4.46608079999958049e+05,1.02673431239189849e-08,5.82076609134674072e-11,1.11849628251813774e+05,1,1,0,-4.94995510362133206e+00,-4.38200997995700003e+00,0.00000000000000000e+00,2.43820099799570009e+01,2135
2136,4.46608079999958049e+05,9.86499123657919376e-09,0.00000000000000000e+00,1.11850206934024667e+05,1,1,0,-4.94995364475608568e+00,-4.38081269234691639e+00,0.00000000000000000e+00,2.43808126923469146e+01,2136
2137,4.46608079999958049e+05,1.00149893819498261e-08,0.00000000000000000e+00,1.11850786866291804e+05,1,1,0,-4.94995220207031394e+00,-4.37960883153241465e+00,0.00000000000000000e+00,2.43796088315324155e+01,2137
2138,4.46608079999958049e+05,1.00545550179825046e-08,1.16415321826934814e-10,1.11851368053827973e+05,1,1,0,-4.94995077481212231e+00,-4.37839835033096225e+00,0.00000000000000000e+00,2.43783983503309614e+01,2138
2139,4.46608079999958049e+05,1.03151320926623612e-08,-1.16415321826934814e-10,1.11851950526523433e+05,1,1,0,-4.94994936291197796e+00,-4.37718120079964290e+00,0.00000000000000000e+00,2.43771812007996438e+01,2139
2140,4.46608079999958049e+05,1.01446208403640572e-08,0.00000000000000000e+00,1.11852534266131493e+05,1,1,0,-4.94994796576287577e+00,-4.37595733456522407e+00,0.00000000000000000e+00,2.43759573345652250e+01,2140
2141,4.46608079999958049e+05,1.03203859252294766e-08,0.00000000000000000e+00,1.11853119293095442e+05,1,1,0,-4.94994658437655133e+00,-4.37472670161954102e+00,0.00000000000000000e+00,2.43747267016195401e+01,2141
2142,4.46608079999958049e+05,1.06479533476549873e-08,0.00000000000000000e+00,1.11853705644772665e+05,1,1,0,-4.94994521861737446e+00,-4.37348925111372822e+00,0.00000000000000000e+00,2.43734892511137282e+01,2142
2143,4.46608079999958049e+05,1.03214484788567384e-08,0.00000000000000000e+00,1.11854293285485241e+05,1,1,0,-4.94994386775764106e+00,-4.37224493149321791e+00,0.00000000000000000e+00,2.43722449314932170e+01,2143
2144,4.46608079999958049e+05,1.03835968575333045e-08,0.00000000000000000e+00,1.11854882223061504e+05,1,1,0,-4.94994253289360664e+00,-4.37099369271488136e+00,0.00000000000000000e+00,2.43709936927148831e+01,2144
2145,4.46608079999958049e+05,1.03735241768441769e-08,0.00000000000000000e+00,1.11855472457280892e+05,1,1,0,-4.94994121368758488e+00,-4.36973548106251730e+00,0.00000000000000000e+00,2.43697354810625164e+01,2145
2146,4.46608079999958049e+05,1.07295846241588445e-08,-5.82076609134674072e-11,1.11856064028767549e+05,1,1,0,-4.94993991032171632e+00,-4.36847024352409807e+00,0.00000000000000000e+00,2.43684702435240972e+01,2146
