scenario,parameter_set,time_h,population,radius_left_m,radius_right_m,number_density_per_m4
prescribed_source,0,0.5,g,1.1095694720678432e-09,1.1486983549970341e-09,0.0
prescribed_source,0,0.5,g,1.1486983549970341e-09,1.1892071150027212e-09,0.0
prescribed_source,0,0.5,g,1.1892071150027212e-09,1.2311444133449173e-09,0.0
prescribed_source,0,0.5,g,1.2311444133449173e-09,1.2745606273192643e-09,0.0
prescribed_source,0,0.5,g,1.2745606273192643e-09,1.3195079107728923e-09,0.0
prescribed_source,0,0.5,g,1.3195079107728923e-09,1.3660402567543944e-09,0.0
prescribed_source,0,0.5,g,1.3660402567543944e-09,1.4142135623730951e-09,0.0
prescribed_source,0,0.5,g,1.4142135623730951e-09,1.4640856959456267e-09,0.0
prescribed_source,0,0.5,g,1.4640856959456267e-09,1.5157165665104007e-09,8.305936794852444e+30
prescribed_source,0,0.5,g,1.5157165665104007e-09,1.569168195793499e-09,8.522644004908653e+30
prescribed_source,0,0.5,g,1.569168195793499e-09,1.62450479271247e-09,8.744283953360341e+30
prescribed_source,0,0.5,g,1.62450479271247e-09,1.6817928305074292e-09,8.970754650856795e+30
prescribed_source,0,0.5,g,1.6817928305074292e-09,1.74110112659225e-09,9.201935349763678e+30
prescribed_source,0,0.5,g,1.74110112659225e-09,1.8025009252216637e-09,9.437685383479107e+30
prescribed_source,0,0.5,g,1.8025009252216637e-09,1.866065983073612e-09,9.677843080306379e+30
prescribed_source,0,0.5,g,1.866065983073612e-09,1.93187265784969e-09,9.922224775285511e+30
prescribed_source,0,0.5,g,1.93187265784969e-09,2e-09,1.0170623946074265e+31
prescribed_source,0,0.5,g,2e-09,2.070529847682757e-09,1.0422810501598267e+31
prescribed_source,0,0.5,g,2.070529847682757e-09,2.14354692507259e-09,1.0678530254711885e+31
prescribed_source,0,0.5,g,2.14354692507259e-09,2.219138944135687e-09,1.0937504612488065e+31
prescribed_source,0,0.5,g,2.219138944135687e-09,2.2973967099940687e-09,1.119943051996968e+31
prescribed_source,0,0.5,g,2.2973967099940687e-09,2.3784142300054427e-09,1.1463980695293532e+31
prescribed_source,0,0.5,g,2.3784142300054427e-09,2.462288826689835e-09,1.1730804196144113e+31
prescribed_source,0,0.5,g,2.462288826689835e-09,2.549121254638529e-09,1.19995273597595e+31
prescribed_source,0,0.5,g,2.549121254638529e-09,2.6390158215457845e-09,1.2269755162064539e+31
prescribed_source,0,0.5,g,2.6390158215457845e-09,2.7320805135087893e-09,1.2541073055469555e+31
prescribed_source,0,0.5,g,2.7320805135087893e-09,2.8284271247461906e-09,1.2813049507716529e+31
prescribed_source,0,0.5,g,2.8284271247461906e-09,2.9281713918912538e-09,1.3085241370088687e+31
prescribed_source,0,0.5,g,2.9281713918912538e-09,3.031433133020802e-09,1.3357221499847143e+31
prescribed_source,0,0.5,g,3.031433133020802e-09,3.1383363915869985e-09,1.3628765912140325e+31
prescribed_source,0,0.5,g,3.1383363915869985e-09,3.2490095854249403e-09,1.3900931041504263e+31
prescribed_source,0,0.5,g,3.2490095854249403e-09,3.363585661014859e-09,1.4180886354143308e+31
prescribed_source,0,0.5,g,3.363585661014859e-09,3.4822022531845003e-09,1.4498380559698294e+31
prescribed_source,0,0.5,g,3.4822022531845003e-09,3.605001850443328e-09,1.4946843505394602e+31
prescribed_source,0,0.5,g,3.605001850443328e-09,3.732131966147225e-09,1.575170063528549e+31
prescribed_source,0,0.5,g,3.732131966147225e-09,3.86374531569938e-09,1.7318240501753127e+31
prescribed_source,0,0.5,g,3.86374531569938e-09,4.000000000000001e-09,2.0136164705304639e+31
prescribed_source,0,0.5,g,4.000000000000001e-09,4.141059695365514e-09,2.4429104007593416e+31
prescribed_source,0,0.5,g,4.141059695365514e-09,4.287093850145181e-09,2.9661155337638516e+31
prescribed_source,0,0.5,g,4.287093850145181e-09,4.438277888271374e-09,3.433185508723563e+31
prescribed_source,0,0.5,g,4.438277888271374e-09,4.594793419988137e-09,3.6483810546922978e+31
prescribed_source,0,0.5,g,4.594793419988137e-09,4.7568284600108855e-09,3.4782227793543244e+31
prescribed_source,0,0.5,g,4.7568284600108855e-09,4.924577653379671e-09,2.9383620066700105e+31
prescribed_source,0,0.5,g,4.924577653379671e-09,5.098242509277059e-09,2.1868069373165237e+31
prescribed_source,0,0.5,g,5.098242509277059e-09,5.27803164309157e-09,1.430591997463021e+31
prescribed_source,0,0.5,g,5.27803164309157e-09,5.464161027017579e-09,8.224588421178105e+30
prescribed_source,0,0.5,g,5.464161027017579e-09,5.656854249492382e-09,4.1586179714959603e+30
prescribed_source,0,0.5,g,5.656854249492382e-09,5.856342783782508e-09,1.851813650897017e+30
prescribed_source,0,0.5,g,5.856342783782508e-09,6.0628662660416044e-09,7.273618034541847e+29
prescribed_source,0,0.5,g,6.0628662660416044e-09,6.276672783173998e-09,2.5243463705638738e+29
prescribed_source,0,0.5,g,6.276672783173998e-09,6.4980191708498814e-09,7.754339438237251e+28
prescribed_source,0,0.5,g,6.4980191708498814e-09,6.7271713220297186e-09,2.1119393748469706e+28
prescribed_source,0,0.5,g,6.7271713220297186e-09,6.9644045063690015e-09,5.108365802554188e+27
prescribed_source,0,0.5,g,6.9644045063690015e-09,7.210003700886657e-09,1.0991152163288075e+27
prescribed_source,0,0.5,g,7.210003700886657e-09,7.46426393229445e-09,2.106845271663897e+26
prescribed_source,0,0.5,g,7.46426393229445e-09,7.727490631398761e-09,3.603191842280699e+25
prescribed_source,0,0.5,g,7.727490631398761e-09,8.000000000000004e-09,5.505721562041905e+24
prescribed_source,0,0.5,g,8.000000000000004e-09,8.28211939073103e-09,7.526452969065712e+23
prescribed_source,0,0.5,g,8.28211939073103e-09,8.574187700290363e-09,9.216462038778747e+22
prescribed_source,0,0.5,g,8.574187700290363e-09,8.876555776542749e-09,1.01217843749227e+22
prescribed_source,0,0.5,g,8.876555776542749e-09,9.189586839976276e-09,9.980770089827707e+20
prescribed_source,0,0.5,g,9.189586839976276e-09,9.513656920021773e-09,8.846178250988438e+19
prescribed_source,0,0.5,g,9.513656920021773e-09,9.849155306759342e-09,7.054711241931301e+18
prescribed_source,0,0.5,g,9.849155306759342e-09,1.0196485018554098e-08,5.067106273555253e+17
prescribed_source,0,0.5,g,1.0196485018554098e-08,1.0556063286183163e-08,3.2809724824861708e+16
prescribed_source,0,0.5,g,1.0556063286183163e-08,1.092832205403516e-08,1916867313701883.0
prescribed_source,0,0.5,g,1.092832205403516e-08,1.1313708498984766e-08,101133518480025.61
prescribed_source,0,0.5,g,1.1313708498984766e-08,1.1712685567565018e-08,4822377330242.052
prescribed_source,0,0.5,g,1.1712685567565018e-08,1.2125732532083186e-08,207980860568.86154
prescribed_source,0,0.5,g,1.2125732532083186e-08,1.2553345566348024e-08,8118941265.049343
prescribed_source,0,0.5,g,1.2553345566348024e-08,1.2996038341699765e-08,287073118.43622774
prescribed_source,0,0.5,g,1.2996038341699765e-08,1.3454342644059439e-08,9200095.643531267
prescribed_source,0,0.5,g,1.3454342644059439e-08,1.3928809012738005e-08,267408.70549509116
prescribed_source,0,0.5,g,1.3928809012738005e-08,1.4420007401773285e-08,7053.532120415238
prescribed_source,0,0.5,g,1.4420007401773285e-08,1.492852786458893e-08,168.9424103989955
prescribed_source,0,0.5,g,1.492852786458893e-08,1.5454981262797523e-08,3.6763242518550423
prescribed_source,0,0.5,g,1.5454981262797523e-08,1.6000000000000008e-08,0.07272167796097129
prescribed_source,0,0.5,g,1.6000000000000008e-08,1.6564238781462064e-08,0.0013083112552977787
prescribed_source,0,0.5,g,1.6564238781462064e-08,1.7148375400580694e-08,2.1417476681810813e-05
prescribed_source,0,0.5,g,1.7148375400580694e-08,1.7753111553085538e-08,3.191830155122198e-07
prescribed_source,0,0.5,g,1.7753111553085538e-08,1.8379173679952556e-08,4.3323289375175155e-09
prescribed_source,0,0.5,g,1.8379173679952556e-08,1.902731384004355e-08,5.357983102104069e-11
prescribed_source,0,0.5,g,1.902731384004355e-08,1.9698310613518687e-08,6.040322970283959e-13
prescribed_source,0,0.5,g,1.9698310613518687e-08,2.03929700371082e-08,6.2097119225566676e-15
prescribed_source,0,0.5,g,2.03929700371082e-08,2.111212657236633e-08,5.823741161252624e-17
prescribed_source,0,0.5,g,2.111212657236633e-08,2.1856644108070324e-08,4.984395017101344e-19
prescribed_source,0,0.5,g,2.1856644108070324e-08,2.2627416997969535e-08,3.894547475377142e-21
prescribed_source,0,0.5,g,2.2627416997969535e-08,2.342537113513004e-08,2.778972900323675e-23
prescribed_source,0,0.5,g,2.342537113513004e-08,2.4251465064166375e-08,1.811496397232038e-25
prescribed_source,0,0.5,g,2.4251465064166375e-08,2.510669113269605e-08,1.0790817275050625e-27
prescribed_source,0,0.5,g,2.510669113269605e-08,2.5992076683399532e-08,5.8758100832916504e-30
prescribed_source,0,0.5,g,2.5992076683399532e-08,2.6908685288118884e-08,2.925538294499104e-32
prescribed_source,0,0.5,g,2.6908685288118884e-08,2.7857618025476012e-08,1.3322691670113039e-34
prescribed_source,0,0.5,g,2.7857618025476012e-08,2.8840014803546574e-08,5.55067120246393e-37
prescribed_source,0,0.5,g,2.8840014803546574e-08,2.985705572917787e-08,2.1163202958023688e-39
prescribed_source,0,0.5,g,2.985705572917787e-08,3.090996252559505e-08,7.386024247502498e-42
prescribed_source,0,0.5,g,3.090996252559505e-08,3.200000000000002e-08,2.36015636271225e-44
prescribed_source,0,0.5,g,3.200000000000002e-08,3.312847756292413e-08,6.906773121171443e-47
prescribed_source,0,0.5,g,3.312847756292413e-08,3.4296750801161394e-08,1.85145922453424e-49
prescribed_source,0,0.5,g,3.4296750801161394e-08,3.550622310617108e-08,4.547309560930368e-52
prescribed_source,0,0.5,g,3.550622310617108e-08,3.675834735990512e-08,1.0235050063247504e-54
prescribed_source,0,0.5,g,3.675834735990512e-08,3.8054627680087104e-08,2.1115974654181318e-57
prescribed_source,0,0.5,g,3.8054627680087104e-08,3.939662122703738e-08,3.9939783361402624e-60
prescribed_source,0,0.5,g,3.939662122703738e-08,4.0785940074216404e-08,6.92721373383519e-63
prescribed_source,0,0.5,g,4.0785940074216404e-08,4.2224253144732665e-08,1.101924874718981e-65
prescribed_source,0,0.5,g,4.2224253144732665e-08,4.3713288216140654e-08,1.6079240280031504e-68
prescribed_source,0,0.5,g,4.3713288216140654e-08,4.5254833995939076e-08,2.1526644724653993e-71
prescribed_source,0,0.5,g,4.5254833995939076e-08,4.685074227026009e-08,2.644595152668383e-74
prescribed_source,0,0.5,g,4.685074227026009e-08,4.8502930128332756e-08,2.9818552118488893e-77
prescribed_source,0,0.5,g,4.8502930128332756e-08,5.021338226539211e-08,3.0862326778201133e-80
prescribed_source,0,0.5,g,5.021338226539211e-08,5.198415336679907e-08,2.932605712780119e-83
prescribed_source,0,0.5,g,5.198415336679907e-08,5.3817370576237775e-08,2.5587489706632073e-86
prescribed_source,0,0.5,g,5.3817370576237775e-08,5.571523605095203e-08,2.0502877172750428e-89
prescribed_source,0,0.5,g,5.571523605095203e-08,5.768002960709316e-08,1.5089585137971052e-92
prescribed_source,0,0.5,g,5.768002960709316e-08,5.971411145835575e-08,1.0201770786985608e-95
prescribed_source,0,0.5,g,5.971411145835575e-08,6.181992505119012e-08,6.336774415112275e-99
prescribed_source,0,0.5,g,6.181992505119012e-08,6.400000000000006e-08,3.61669852730835e-102
prescribed_source,0,0.5,g,6.400000000000006e-08,6.625695512584827e-08,1.896981366938858e-105
prescribed_source,0,0.5,g,6.625695512584827e-08,6.859350160232279e-08,9.144800780163587e-109
prescribed_source,0,0.5,g,6.859350160232279e-08,7.101244621234216e-08,4.0522671436903097e-112
prescribed_source,0,0.5,g,7.101244621234216e-08,7.351669471981024e-08,1.650765014259982e-115
prescribed_source,0,0.5,g,7.351669471981024e-08,7.610925536017421e-08,6.182798866709008e-119
prescribed_source,0,0.5,g,7.610925536017421e-08,7.879324245407478e-08,2.1293428030196662e-122
prescribed_source,0,0.5,g,7.879324245407478e-08,8.157188014843281e-08,6.743933000010142e-126
prescribed_source,0,0.5,g,8.157188014843281e-08,8.444850628946534e-08,1.9644157664027693e-129
prescribed_source,0,0.5,g,8.444850628946534e-08,8.742657643228132e-08,5.263203126268702e-133
prescribed_source,0,0.5,g,8.742657643228132e-08,9.050966799187817e-08,1.297197947068924e-136
prescribed_source,0,0.5,g,9.050966799187817e-08,9.370148454052019e-08,2.941327938082307e-140
prescribed_source,0,0.5,g,9.370148454052019e-08,9.700586025666553e-08,6.136238830137168e-144
prescribed_source,0,0.5,g,9.700586025666553e-08,1.0042676453078402e-07,1.177937119764041e-147
prescribed_source,0,0.5,g,1.0042676453078402e-07,1.0396830673359816e-07,2.0808528750481633e-151
prescribed_source,0,0.5,g,1.0396830673359816e-07,1.0763474115247556e-07,3.382964081911924e-155
prescribed_source,0,0.5,g,1.0763474115247556e-07,1.1143047210190408e-07,5.062050434795107e-159
prescribed_source,0,0.5,g,1.1143047210190408e-07,1.1536005921418633e-07,6.972105746997936e-163
prescribed_source,0,0.5,g,1.1536005921418633e-07,1.1942822291671127e-07,8.83983742235624e-167
prescribed_source,0,0.5,g,1.1942822291671127e-07,1.2363985010238024e-07,1.0318127265537893e-170
prescribed_source,0,0.5,g,1.2363985010238024e-07,1.28e-07,1.1088315681322272e-174
prescribed_source,0,1.0,g,1e-09,1.0352649238413784e-09,0.0
prescribed_source,0,1.0,g,1.0352649238413784e-09,1.071773462536295e-09,0.0
prescribed_source,0,1.0,g,1.071773462536295e-09,1.1095694720678432e-09,0.0
prescribed_source,0,1.0,g,1.1095694720678432e-09,1.1486983549970341e-09,0.0
prescribed_source,0,1.0,g,1.1486983549970341e-09,1.1892071150027212e-09,0.0
prescribed_source,0,1.0,g,1.1892071150027212e-09,1.2311444133449173e-09,0.0
prescribed_source,0,1.0,g,1.2311444133449173e-09,1.2745606273192643e-09,0.0
prescribed_source,0,1.0,g,1.2745606273192643e-09,1.3195079107728923e-09,0.0
prescribed_source,0,1.0,g,1.3195079107728923e-09,1.3660402567543944e-09,0.0
prescribed_source,0,1.0,g,1.3660402567543944e-09,1.4142135623730951e-09,0.0
prescribed_source,0,1.0,g,1.4142135623730951e-09,1.4640856959456267e-09,0.0
prescribed_source,0,1.0,g,1.4640856959456267e-09,1.5157165665104007e-09,4.17770611586539e+31
prescribed_source,0,1.0,g,1.5157165665104007e-09,1.569168195793499e-09,4.089732264414385e+31
prescribed_source,0,1.0,g,1.569168195793499e-09,1.62450479271247e-09,4.00864259099351e+31
prescribed_source,0,1.0,g,1.62450479271247e-09,1.6817928305074292e-09,3.9335964816460926e+31
prescribed_source,0,1.0,g,1.6817928305074292e-09,1.74110112659225e-09,3.86386291501364e+31
prescribed_source,0,1.0,g,1.74110112659225e-09,1.8025009252216637e-09,3.798803047076179e+31
prescribed_source,0,1.0,g,1.8025009252216637e-09,1.866065983073612e-09,3.737856154836097e+31
prescribed_source,0,1.0,g,1.866065983073612e-09,1.93187265784969e-09,3.680528235606463e+31
prescribed_source,0,1.0,g,1.93187265784969e-09,2e-09,3.6263827202010523e+31
prescribed_source,0,1.0,g,2e-09,2.070529847682757e-09,3.5750328788304226e+31
prescribed_source,0,1.0,g,2.070529847682757e-09,2.14354692507259e-09,3.526135589107655e+31
prescribed_source,0,1.0,g,2.14354692507259e-09,2.219138944135687e-09,3.4793862042331645e+31
prescribed_source,0,1.0,g,2.219138944135687e-09,2.2973967099940687e-09,3.434514311894293e+31
prescribed_source,0,1.0,g,2.2973967099940687e-09,2.3784142300054427e-09,3.391280214843263e+31
prescribed_source,0,1.0,g,2.3784142300054427e-09,2.462288826689835e-09,3.349471995555556e+31
prescribed_source,0,1.0,g,2.462288826689835e-09,2.549121254638529e-09,3.3089030520761076e+31
prescribed_source,0,1.0,g,2.549121254638529e-09,2.6390158215457845e-09,3.269410011809642e+31
